Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,215/157,149/105,58/42,5/5,-,3/5
2024,46/21,33/14,13/7,-,-,-
2023,25/17,20/13,5/4,-,-,-
2022,23/14,19/8,-,1/2,-,3/4
2021,16/12,14/10,0/1,2/1,-,-
2020,0/1,0/1,-,-,-,-
2019,39/24,23/16,16/7,-,-,0/1
2018,12/22,8/14,4/8,-,-,-
2017,26/27,13/15,13/12,-,-,-
2016,28/18,19/13,7/3,2/2,-,-
2015,0/1,0/1,-,-,-,-
