Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/23,24/20,0/1,0/1,-,3/1
2024,9/9,9/9,-,-,-,-
2023,8/7,8/7,-,-,-,-
2022,10/5,7/3,-,0/1,-,3/1
2021,0/1,0/1,-,-,-,-
2019,0/1,-,0/1,-,-,-
