Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,134/84,83/49,11/11,37/21,3/3,-
2024,29/20,11/12,5/2,13/6,-,-
2023,13/2,8/2,-,5/0,-,-
2022,30/27,17/15,1/4,9/6,3/2,-
2021,35/16,29/8,4/4,2/3,0/1,-
2020,27/16,18/10,1/1,8/5,-,-
2019,0/3,0/2,-,0/1,-,-
