Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/37,6/10,35/24,3/3,-,-
2024,18/15,0/1,18/14,-,-,-
2023,12/13,3/7,9/6,-,-,-
2022,12/7,3/2,8/4,1/1,-,-
2021,2/2,-,-,2/2,-,-
