Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/101,5/7,119/93,2/1,-,-
2024,16/7,-,16/7,-,-,-
2019,9/7,0/2,9/5,-,-,-
2018,19/19,1/2,18/17,-,-,-
2017,25/21,0/1,25/20,-,-,-
2016,12/18,3/1,7/16,2/1,-,-
2015,13/14,1/1,12/13,-,-,-
2014,26/9,-,26/9,-,-,-
2013,6/6,-,6/6,-,-,-
