Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
03.08.,Kozlov S.,1,,,,,,4,2,71%,63% (42/67),41% (11/27),56% (5/9),42% (31/73),63% (24/38),57% (8/14),41,22,68% (15/22),56% (53/94),50% (55/111),53% (108/205),6,0,69% (9/13),57% (8/14),63% (17/27),"['1', '0', '3', '0', '5', '0', '6', '1']","['5', '5', '6', '6']","['1', '0', '3', '2']",[],[],1.28
03.08.,Ramanathan R.,1,,,,,,3,2,66%,58% (42/73),37% (14/38),43% (6/14),37% (25/67),59% (16/27),44% (4/9),38,45,65% (24/37),50% (56/111),44% (41/94),47% (97/205),4,0,43% (6/14),31% (4/13),37% (10/27),"['1', '5']","['2', '1', '6', '5']","['1', '1']",[],[],3.47
27.07.,Johns G.,2,,,,,,7,0,57%,89% (24/27),55% (11/20),100% (4/4),33% (9/27),62% (13/21),80% (4/5),20,16,60% (3/5),74% (35/47),46% (22/48),60% (57/95),7,0,100% (8/8),44% (4/9),71% (12/17),"['1', '0', '3', '0']","['4', '3', '6', '3']",[],[],[],1.32
27.07.,Ramanathan R.,0,,,,,,6,3,56%,67% (18/27),38% (8/21),20% (1/5),11% (3/27),45% (9/20),0% (0/4),17,26,36% (4/11),54% (26/48),26% (12/47),40% (38/95),3,0,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],3.21
26.05.,Sasikumar M.,2,,,,,,9,2,59%,71% (46/65),61% (28/46),80% (8/10),23% (14/61),46% (17/37),29% (2/7),67% (74/111),32% (31/98),50% (105/209),5,0,88% (14/16),13% (2/16),50% (16/32),"['4', '4']",[],"['4', '3']",[],[],1.86
26.05.,Ramanathan R.,1,,,,,,14,5,62%,77% (47/61),54% (20/37),71% (5/7),29% (19/65),39% (18/46),20% (2/10),68% (67/98),33% (37/111),50% (104/209),5,5,88% (14/16),13% (2/16),50% (16/32),"['4', '3', '5', '4']",[],[],[],[],1.86
26.05.,Ramanathan R.,2,,,,,,5,2,61%,84% (26/31),50% (10/20),0% (0/1),33% (14/42),57% (8/14),75% (3/4),71% (36/51),39% (22/56),54% (58/107),6,0,90% (9/10),30% (3/10),60% (12/20),"['1', '2', '4', '3']","['2', '1']",[],[],[],1.02
26.05.,Ganta S. K. R.,0,,,,,,3,1,75%,67% (28/42),43% (6/14),25% (1/4),16% (5/31),50% (10/20),100% (1/1),61% (34/56),29% (15/51),46% (49/107),4,0,70% (7/10),10% (1/10),40% (8/20),"['2', '0']",[],[],[],[],10.20
04.05.,Bouzige M.,2,,,,,,5,1,44%,95% (21/22),46% (13/28),75% (3/4),25% (5/20),66% (21/32),80% (4/5),68% (34/50),50% (26/52),59% (60/102),8,0,89% (8/9),44% (4/9),67% (12/18),"['2', '3', '4', '3']","['2', '1', '5', '2']",[],[],[],1.95
04.05.,Ramanathan R.,0,,,,,,2,6,38%,75% (15/20),34% (11/32),20% (1/5),5% (1/22),54% (15/28),25% (1/4),50% (26/52),32% (16/50),41% (42/102),2,0,56% (5/9),11% (1/9),33% (6/18),"['2', '0']",[],[],[],[],1.78
28.04.,Rosenkranz M.,2,,,,,,15,6,60%,80% (48/60),50% (20/40),86% (6/7),16% (8/49),39% (12/31),100% (1/1),68% (68/100),25% (20/80),49% (88/180),6,0,94% (15/16),7% (1/15),52% (16/31),[],"['5', '3']",[],[],[],1.41
28.04.,Ramanathan R.,1,,,,,,12,6,61%,84% (41/49),61% (19/31),0% (0/1),20% (12/60),50% (20/40),14% (1/7),75% (60/80),32% (32/100),51% (92/180),4,0,93% (14/15),6% (1/16),48% (15/31),"['2', '1']",[],[],[],[],2.77
27.04.,Ramanathan R.,2,,,,,,5,2,63%,100% (17/17),70% (7/10),0% (0/0),69% (9/13),83% (15/18),100% (6/6),89% (24/27),77% (24/31),83% (48/58),9,0,100% (6/6),100% (6/6),100% (12/12),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0', '6', '0']",[],[],[],1.13
27.04.,Lu P.,0,,,,,,0,3,42%,31% (4/13),17% (3/18),0% (0/6),0% (0/17),30% (3/10),0% (0/0),23% (7/31),11% (3/27),17% (10/58),1,0,0% (0/6),0% (0/6),0% (0/12),[],[],[],[],[],5.30
