Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,21/21,3/7,16/8,2/6,-,-
2024,19/11,3/5,16/6,-,-,-
2023,2/8,0/2,0/2,2/4,-,-
2022,0/2,-,-,0/2,-,-
