Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,136/137,4/5,90/95,21/21,2/2,19/14
2024,21/19,-,11/13,5/4,-,5/2
2023,23/31,-,6/16,5/7,-,12/8
2022,32/29,1/2,21/19,9/7,-,1/1
2021,34/28,3/2,26/20,2/2,2/1,1/3
2020,10/11,-,10/11,-,-,-
2019,1/2,-,1/2,-,-,-
2018,8/7,0/1,8/6,-,-,-
2017,2/2,-,2/2,-,-,-
2015,5/8,-,5/6,0/1,0/1,-
