Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,278/214,99/60,158/122,7/10,14/22,-
2024,14/23,3/4,8/14,-,3/5,-
2023,45/24,24/8,21/13,-,0/3,-
2022,27/26,7/9,17/14,3/1,0/2,-
2021,11/26,1/6,9/17,0/1,1/2,-
2020,18/17,1/4,16/11,1/2,-,-
2019,41/25,15/7,22/14,-,4/4,-
2018,25/22,11/4,12/15,-,2/3,-
2017,36/21,9/6,20/8,3/4,4/3,-
2016,39/18,19/7,20/11,-,-,-
2015,4/4,2/1,2/2,0/1,-,-
2014,16/7,5/3,11/3,0/1,-,-
2013,2/1,2/1,-,-,-,-
