26.05.,Shapovalov D.,3,,,,,,8,7,62%,73% (32/44),44% (12/27),50% (2/4),189 km/h,157 km/h,48% (21/44),82% (18/22),73% (8/11),38,31,76% (16/21),62% (44/71),59% (39/66),61% (83/137),4,0,83% (10/12),73% (8/11),78% (18/23),"['3', '1', '4', '2', '6', '2']","['2', '0', '4', '0', '6', '0']","['3', '1', '4', '2']",[],[],1.56
26.05.,Martinez P.,0,,,,,,0,4,67%,52% (23/44),18% (4/22),27% (3/11),169 km/h,146 km/h,27% (12/44),56% (15/27),50% (2/4),9,28,50% (8/16),41% (27/66),38% (27/71),39% (54/137),6,0,27% (3/11),17% (2/12),22% (5/23),"['2', '3']",[],"['2', '3']",[],[],2.45
18.05.,Cerundolo F.,2,,,,,,6,6,43%,57% (13/23),47% (14/30),20% (1/5),61% (27/44),77% (10/13),70% (7/10),28,31,67% (2/3),51% (27/53),65% (37/57),58% (64/110),8,0,56% (5/9),88% (7/8),71% (12/17),"['2', '0', '4', '2', '6', '2']","['1', '1', '2', '2', '3', '3', '5', '3']",[],[],[],1.18
18.05.,Martinez P.,0,,,,,,0,1,77%,39% (17/44),23% (3/13),30% (3/10),43% (10/23),53% (16/30),80% (4/5),7,20,43% (3/7),35% (20/57),49% (26/53),42% (46/110),2,0,13% (1/8),44% (4/9),29% (5/17),"['2', '3']","['1', '0', '2', '1', '3', '2']",[],[],[],5.05
10.05.,Hurkacz H.,2,,,,,,7,1,76%,82% (31/38),58% (7/12),0% (0/1),203 km/h,174 km/h,39% (17/44),63% (10/16),67% (4/6),21,21,58% (7/12),76% (38/50),45% (27/60),59% (65/110),8,0,90% (9/10),44% (4/9),68% (13/19),"['3', '1', '5', '1']","['4', '5', '6', '5']",[],[],[],1.64
10.05.,Martinez P.,0,,,,,,0,4,73%,61% (27/44),38% (6/16),33% (2/6),169 km/h,145 km/h,18% (7/38),42% (5/12),100% (1/1),12,20,57% (4/7),55% (33/60),24% (12/50),41% (45/110),2,0,56% (5/9),10% (1/10),32% (6/19),[],"['2', '0']",[],[],[],2.29
08.05.,Martinez P.,2,,,,,,2,0,74%,70% (28/40),64% (9/14),80% (4/5),176 km/h,143 km/h,31% (11/35),64% (18/28),57% (4/7),14,10,77% (10/13),69% (37/54),46% (29/63),56% (66/117),7,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '4', '1']","['1', '0', '4', '1']",[],[],[],1.66
08.05.,Bellucci M.,0,,,,,,4,5,56%,69% (24/35),36% (10/28),43% (3/7),189 km/h,164 km/h,30% (12/40),36% (5/14),20% (1/5),16,17,56% (5/9),54% (34/63),31% (17/54),44% (51/117),3,1,56% (5/9),11% (1/9),33% (6/18),"['2', '4']",[],[],[],[],2.24
30.04.,Vatutin A.,2,,,,,,2,0,75%,74% (32/43),64% (9/14),50% (1/2),43% (23/54),43% (6/14),27% (3/11),24,27,80% (4/5),72% (41/57),43% (29/68),56% (70/125),7,0,90% (9/10),33% (3/9),63% (12/19),"['4', '2', '6', '4']","['5', '3']",[],[],[],4.61
30.04.,Martinez P.,0,,,,,,4,2,79%,57% (31/54),57% (8/14),73% (8/11),26% (11/43),36% (5/14),50% (1/2),12,37,33% (1/3),57% (39/68),28% (16/57),44% (55/125),3,2,67% (6/9),10% (1/10),37% (7/19),"['4', '5']",[],[],[],[],1.17
23.04.,Comesana F.,2,,,,,,16,3,71%,83% (39/47),32% (6/19),86% (6/7),199 km/h,170 km/h,37% (22/60),58% (14/24),33% (3/9),38,24,57% (4/7),68% (45/66),43% (36/84),54% (81/150),6,0,90% (9/10),30% (3/10),60% (12/20),"['4', '4', '6', '4']","['6', '4']",[],[],[],1.91
23.04.,Martinez P.,0,,,,,,0,2,71%,63% (38/60),42% (10/24),67% (6/9),174 km/h,143 km/h,17% (8/47),68% (13/19),14% (1/7),24,22,59% (10/17),57% (48/84),32% (21/66),46% (69/150),4,3,70% (7/10),10% (1/10),40% (8/20),"['3', '2']",[],[],[],[],1.91
16.04.,Fils A.,2,,,,,,5,0,49%,80% (20/25),69% (18/26),100% (1/1),42% (15/36),42% (5/12),60% (3/5),27,24,0% (0/1),75% (38/51),42% (20/48),59% (58/99),6,0,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['1', '0', '4', '1']",[],[],[],1.21
16.04.,Martinez P.,0,,,,,,2,3,75%,58% (21/36),58% (7/12),40% (2/5),20% (5/25),31% (8/26),0% (0/1),6,19,100% (2/2),58% (28/48),25% (13/51),41% (41/99),4,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],4.54
14.04.,Martinez P.,2,,,,,,2,2,68%,67% (53/79),50% (19/38),50% (2/4),33% (24/72),48% (20/42),50% (3/6),26,43,65% (11/17),62% (72/117),39% (44/114),50% (116/231),5,0,88% (15/17),18% (3/17),53% (18/34),"['1', '0', '6', '5']",[],"['2', '1']",[],[],2.28
14.04.,Nakashima B.,1,,,,,,11,1,63%,67% (48/72),52% (22/42),50% (3/6),33% (26/79),50% (19/38),50% (2/4),39,51,90% (19/21),61% (70/114),38% (45/117),50% (115/231),5,0,82% (14/17),12% (2/17),47% (16/34),"['3', '3']","['7', '5']",[],[],[],1.65
09.04.,Borges N.,2,,,,,,10,4,59%,67% (45/67),57% (26/46),67% (6/9),192 km/h,155 km/h,39% (37/94),47% (18/38),29% (5/17),49,66,75% (15/20),63% (71/113),42% (55/132),51% (126/245),7,0,82% (14/17),29% (5/17),56% (19/34),"['5', '5', '7', '5']","['4', '4']","['3', '4', '5', '4']",[],[],1.50
09.04.,Martinez P.,1,,,,,,3,5,71%,61% (57/94),53% (20/38),71% (12/17),172 km/h,139 km/h,33% (22/67),43% (20/46),33% (3/9),28,41,55% (12/22),58% (77/132),37% (42/113),49% (119/245),3,2,71% (12/17),18% (3/17),44% (15/34),"['2', '1']","['3', '2']","['2', '0']",[],[],2.63
08.04.,Martinez P.,2,,,,,,0,1,77%,71% (36/51),47% (7/15),33% (1/3),169 km/h,137 km/h,23% (12/53),65% (22/34),27% (3/11),16,19,73% (8/11),65% (43/66),39% (34/87),50% (77/153),7,0,83% (10/12),23% (3/13),52% (13/25),"['4', '3']",[],"['4', '2', '6', '2']",[],[],2.61
08.04.,Sonego L.,1,,,,,,7,4,61%,77% (41/53),35% (12/34),73% (8/11),197 km/h,162 km/h,29% (15/51),53% (8/15),67% (2/3),32,47,56% (10/18),61% (53/87),35% (23/66),50% (76/153),3,1,77% (10/13),17% (2/12),48% (12/25),[],"['3', '1', '5', '1']",[],[],[],1.50
04.04.,Dzumhur D.,1,,,,,,0,1,65%,65% (17/26),57% (8/14),100% (5/5),164 km/h,140 km/h,55% (12/22),80% (8/10),67% (4/6),18,9,33% (2/6),63% (25/40),63% (20/32),63% (45/72),9,0,100% (4/4),80% (4/5),89% (8/9),"['2', '1', '4', '1', '6', '1']","['2', '0']",[],[],[],2.12
04.04.,Martinez P.,0,,,,,,0,2,69%,45% (10/22),20% (2/10),33% (2/6),179 km/h,143 km/h,35% (9/26),43% (6/14),0% (0/5),9,20,36% (4/11),38% (12/32),38% (15/40),38% (27/72),1,0,20% (1/5),0% (0/4),11% (1/9),[],[],[],[],[],1.74
03.04.,Martinez P.,2,,,,,,0,0,80%,60% (48/80),65% (13/20),64% (7/11),171 km/h,139 km/h,44% (24/55),50% (21/42),60% (6/10),26,38,79% (11/14),61% (61/100),46% (45/97),54% (106/197),7,0,73% (11/15),40% (6/15),57% (17/30),"['3', '4']","['1', '0', '4', '3', '6', '5']","['1', '0', '5', '2']",[],[],1.80
03.04.,Wawrinka S.,1,,,,,,3,3,57%,56% (31/55),50% (21/42),40% (4/10),189 km/h,154 km/h,40% (32/80),35% (7/20),36% (4/11),26,49,46% (6/13),54% (52/97),39% (39/100),46% (91/197),3,1,60% (9/15),27% (4/15),43% (13/30),"['3', '1', '6', '4']","['1', '1', '4', '4']",[],[],[],2.01
20.03.,Darderi L.,2,,,,,,6,1,72%,97% (30/31),50% (6/12),0% (0/0),191 km/h,172 km/h,36% (8/22),42% (8/19),60% (3/5),17,12,57% (4/7),84% (36/43),39% (16/41),62% (52/84),10,0,100% (9/9),38% (3/8),71% (12/17),"['6', '4']","['3', '1', '5', '1']",[],[],[],2.40
20.03.,Martinez P.,0,,,,,,1,3,54%,64% (14/22),58% (11/19),40% (2/5),160 km/h,155 km/h,3% (1/31),50% (6/12),0% (0/0),9,14,57% (4/7),61% (25/41),16% (7/43),38% (32/84),0,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.58
13.03.,Moutet C.,2,,,,,,3,2,55%,66% (21/32),54% (14/26),60% (3/5),45% (19/42),58% (14/24),56% (5/9),60% (35/58),50% (33/66),55% (68/124),7,0,78% (7/9),50% (5/10),63% (12/19),"['1', '0', '3', '2']","['2', '3', '4', '3', '6', '3']",[],[],[],1.50
13.03.,Martinez P.,0,,,,,,0,5,64%,55% (23/42),42% (10/24),44% (4/9),34% (11/32),46% (12/26),40% (2/5),50% (33/66),40% (23/58),45% (56/124),3,0,50% (5/10),22% (2/9),37% (7/19),"['2', '2']","['3', '1']",[],[],[],2.48
05.03.,Marozsan F.,2,,,,,,10,0,67%,81% (25/31),80% (12/15),100% (1/1),196 km/h,197 km/h,29% (9/31),72% (13/18),38% (3/8),23,20,70% (7/10),80% (37/46),45% (22/49),62% (59/95),5,0,100% (9/9),38% (3/8),71% (12/17),"['3', '1']","['2', '1', '4', '1']",[],[],[],1.47
05.03.,Martinez P.,0,,,,,,1,3,63%,71% (22/31),28% (5/18),63% (5/8),172 km/h,179 km/h,19% (6/31),20% (3/15),0% (0/1),11,16,50% (1/2),55% (27/49),20% (9/46),38% (36/95),5,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.70
26.02.,Djere L.,2,,,,,,13,3,71%,85% (33/39),44% (7/16),100% (4/4),39% (16/41),75% (12/16),30% (3/10),73% (40/55),49% (28/57),61% (68/112),5,0,100% (9/9),38% (3/8),71% (12/17),"['2', '0', '4', '0']","['3', '2']",[],[],[],1.46
26.02.,Martinez P.,0,,,,,,0,3,72%,61% (25/41),25% (4/16),70% (7/10),15% (6/39),56% (9/16),0% (0/4),51% (29/57),27% (15/55),39% (44/112),5,2,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.78
18.02.,Ugo Carabelli C.,2,,,,,,5,2,70%,69% (46/67),34% (10/29),56% (5/9),41% (24/59),59% (10/17),75% (6/8),58% (56/96),45% (34/76),52% (90/172),6,0,71% (10/14),43% (6/14),57% (16/28),"['3', '4']","['1', '0', '3', '0', '6', '3']","['3', '3', '5', '3']",[],[],2.26
18.02.,Martinez P.,1,,,,,,0,5,78%,59% (35/59),41% (7/17),25% (2/8),31% (21/67),66% (19/29),44% (4/9),55% (42/76),42% (40/96),48% (82/172),4,2,57% (8/14),29% (4/14),43% (12/28),"['2', '0', '6', '4']","['1', '3']","['1', '0']",[],[],1.65
15.02.,Cerundolo F.,2,,,,,,8,0,71%,72% (33/46),58% (11/19),100% (7/7),43% (19/44),38% (6/16),60% (3/5),68% (44/65),42% (25/60),55% (69/125),5,0,100% (9/9),33% (3/9),67% (12/18),"['3', '2', '5', '2']","['2', '1']",[],[],[],1.32
15.02.,Martinez P.,0,,,,,,0,0,73%,57% (25/44),63% (10/16),40% (2/5),28% (13/46),42% (8/19),0% (0/7),58% (35/60),32% (21/65),45% (56/125),5,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.42
13.02.,Martinez P.,2,,,,,,0,2,78%,71% (27/38),45% (5/11),75% (3/4),56% (15/27),67% (10/15),56% (5/9),65% (32/49),60% (25/42),63% (57/91),8,0,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '3', '0', '5', '0']","['2', '1', '5', '2']",[],[],[],1.39
13.02.,Schwartzman D.,0,,,,,,4,4,64%,44% (12/27),33% (5/15),44% (4/9),29% (11/38),55% (6/11),25% (1/4),40% (17/42),35% (17/49),37% (34/91),2,1,38% (3/8),13% (1/8),25% (4/16),"['1', '5']",[],[],[],[],3.02
12.02.,Martinez P.,2,,,,,,1,3,75%,56% (47/84),43% (12/28),67% (12/18),43% (33/77),59% (16/27),36% (5/14),53% (59/112),47% (49/104),50% (108/216),7,1,54% (7/13),38% (5/13),46% (12/26),[],"['2', '1', '5', '2']","['2', '1', '3', '4', '5', '4']",[],[],1.38
12.02.,Dzumhur D.,1,,,,,,2,1,74%,57% (44/77),41% (11/27),64% (9/14),44% (37/84),57% (16/28),33% (6/18),53% (55/104),47% (53/112),50% (108/216),3,0,62% (8/13),46% (6/13),54% (14/26),"['2', '0', '4', '0', '6', '0']",[],"['2', '2', '4', '2', '5', '5']",[],[],3.08
07.02.,Alcaraz C.,2,,,,,,7,2,64%,91% (21/23),62% (8/13),0% (0/0),49% (19/39),67% (12/18),50% (5/10),81% (29/36),54% (31/57),65% (60/93),7,0,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '4', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.03
07.02.,Martinez P.,0,,,,,,0,4,68%,51% (20/39),33% (6/18),50% (5/10),9% (2/23),38% (5/13),0% (0/0),46% (26/57),19% (7/36),35% (33/93),3,1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],12.90
06.02.,Martinez P.,2,,,,,,0,2,69%,74% (25/34),73% (11/15),50% (1/2),48% (16/33),48% (12/25),50% (4/8),73% (36/49),48% (28/58),60% (64/107),8,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '6', '4']","['3', '1', '5', '1']",[],[],[],4.54
06.02.,Rune H.,0,,,,,,2,1,57%,52% (17/33),52% (13/25),50% (4/8),26% (9/34),27% (4/15),50% (1/2),52% (30/58),27% (13/49),40% (43/107),2,0,50% (4/8),11% (1/9),29% (5/17),"['1', '2']",[],[],[],[],1.21
04.02.,Martinez P.,2,,,,,,0,2,58%,60% (18/30),73% (16/22),83% (5/6),45% (17/38),61% (17/28),38% (5/13),65% (34/52),52% (34/66),58% (68/118),9,0,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '5', '2', '6', '3']","['4', '2', '6', '2']",[],[],[],2.18
04.02.,Bautista-Agut R.,0,,,,,,1,2,58%,55% (21/38),39% (11/28),62% (8/13),40% (12/30),27% (6/22),17% (1/6),48% (32/66),35% (18/52),42% (50/118),1,0,44% (4/9),13% (1/8),29% (5/17),"['3', '5']",[],[],[],[],1.69
01.02.,Martinez P.,2,,,,,,1,1,62%,73% (32/44),67% (18/27),67% (2/3),29% (15/52),46% (16/35),22% (2/9),71% (52/73),36% (31/87),52% (83/160),6,0,91% (10/11),18% (2/11),55% (12/22),"['2', '3', '4', '3']",[],[],[],[],2.10
01.02.,Stricker D.,0,,,,,,7,1,60%,71% (37/52),54% (19/35),78% (7/9),27% (12/44),33% (9/27),33% (1/3),64% (56/87),29% (21/73),48% (77/160),4,1,82% (9/11),9% (1/11),45% (10/22),"['3', '1']",[],[],[],[],1.69
15.01.,Zverev A.,3,,,,,,8,2,74%,76% (41/54),63% (12/19),100% (6/6),47% (23/49),65% (15/23),46% (6/13),34,22,77% (23/30),73% (53/73),53% (38/72),63% (91/145),8,0,100% (12/12),50% (6/12),75% (18/24),"['2', '0', '5', '1']","['3', '2']","['1', '0', '4', '1', '6', '1']",[],[],1.01
15.01.,Martinez P.,0,,,,,,0,4,68%,53% (26/49),35% (8/23),54% (7/13),24% (13/54),37% (7/19),0% (0/6),13,18,59% (16/27),47% (34/72),27% (20/73),37% (54/145),2,0,50% (6/12),0% (0/12),25% (6/24),[],[],[],[],[],17.40
12.01.,Martinez P.,1,,,,,,1,2,76%,72% (23/32),60% (6/10),80% (4/5),44% (16/36),71% (15/21),57% (4/7),13,6,56% (5/9),69% (29/42),54% (31/57),61% (60/99),6,0,86% (6/7),57% (4/7),71% (10/14),"['1', '0', '3', '0', '6', '3']","['2', '0']",[],[],[],1.63
12.01.,Darderi L.,0,,,,,,3,4,63%,56% (20/36),29% (6/21),43% (3/7),28% (9/32),40% (4/10),20% (1/5),16,36,33% (2/6),46% (26/57),31% (13/42),39% (39/99),4,0,43% (3/7),14% (1/7),29% (4/14),"['1', '3']",[],[],[],[],2.32
07.01.,Monfils G.,2,,,,,,8,3,59%,75% (38/51),49% (17/35),20% (1/5),29% (17/58),40% (10/25),40% (2/5),64% (55/86),33% (27/83),49% (82/169),5,0,73% (11/15),15% (2/13),46% (13/28),[],"['4', '5']","['4', '2']",[],[],1.26
07.01.,Martinez P.,1,,,,,,1,3,70%,71% (41/58),60% (15/25),60% (3/5),25% (13/51),51% (18/35),80% (4/5),67% (56/83),36% (31/86),51% (87/169),5,2,85% (11/13),27% (4/15),54% (15/28),"['1', '0', '3', '0', '6', '1']","['4', '2']",[],[],[],4.01
02.01.,Shang J.,2,,,,,,9,2,74%,80% (32/40),36% (5/14),100% (6/6),191 km/h,148 km/h,30% (10/33),88% (14/16),57% (4/7),28,17,86% (6/7),69% (37/54),49% (24/49),59% (61/103),8,0,100% (8/8),50% (4/8),75% (12/16),"['5', '3']","['1', '0', '3', '0', '6', '1']",[],[],[],1.33
02.01.,Martinez P.,0,,,,,,5,6,67%,70% (23/33),13% (2/16),43% (3/7),185 km/h,159 km/h,20% (8/40),64% (9/14),0% (0/6),16,21,77% (10/13),51% (25/49),31% (17/54),41% (42/103),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.37
