Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,338/290,250/191,52/60,24/36,-,12/3
2024,4/8,3/7,1/1,-,-,-
2023,30/28,17/16,4/5,2/5,-,7/2
2022,25/29,11/14,7/7,2/7,-,5/1
2021,30/30,22/21,5/7,3/2,-,-
2020,19/26,9/9,6/15,4/2,-,-
2019,29/26,23/20,6/6,-,-,-
2018,48/27,33/20,15/7,-,-,-
2017,36/25,35/21,0/1,1/3,-,-
2016,24/23,22/17,-,2/6,-,-
2015,33/21,25/16,5/3,3/2,-,-
2014,5/6,-,3/5,2/1,-,-
2013,26/22,26/18,0/2,0/2,-,-
2012,23/10,20/7,0/1,3/2,-,-
2011,6/9,4/5,-,2/4,-,-
