Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,145/152,95/102,36/32,11/15,-,3/3
2024,30/25,25/18,1/2,2/2,-,2/3
2023,23/34,20/23,0/5,3/6,-,-
2022,39/27,19/14,16/12,4/1,-,-
2021,25/26,15/17,8/6,2/3,-,-
2020,4/7,3/5,1/2,-,-,-
2019,15/13,6/9,8/3,0/1,-,1/0
2018,6/7,4/4,2/1,0/2,-,-
2017,2/6,2/5,0/1,-,-,-
2016,1/7,1/7,-,-,-,-
