Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,152/101,121/72,16/10,12/11,3/8,-
2024,30/24,25/19,4/2,-,1/3,-
2023,44/25,36/19,7/4,1/2,-,-
2022,31/21,24/13,1/2,5/3,1/3,-
2021,33/19,32/17,-,-,1/2,-
2020,8/9,4/4,1/1,3/4,-,-
2019,3/2,-,-,3/2,-,-
2018,3/1,-,3/1,-,-,-
