Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,269/180,22/29,143/87,87/45,17/19,-
2024,24/23,0/3,6/10,16/5,2/5,-
2023,33/29,1/7,20/11,8/8,4/3,-
2022,34/30,3/4,8/13,18/8,5/5,-
2021,55/25,15/10,29/9,11/6,-,-
2020,32/12,-,9/4,23/8,-,-
2019,30/18,2/2,22/12,4/3,2/1,-
2018,12/8,0/2,12/5,-,0/1,-
2017,7/4,-,6/3,-,1/1,-
2016,12/6,-,10/4,-,2/2,-
2015,3/4,-,2/3,-,1/1,-
2014,14/11,1/1,13/8,0/2,-,-
2013,13/10,-,6/5,7/5,-,-
