Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/37,4/3,30/34,-,-,-
2024,7/3,-,7/3,-,-,-
2023,2/3,-,2/3,-,-,-
2022,2/3,-,2/3,-,-,-
2021,1/4,1/1,0/3,-,-,-
2020,12/11,-,12/11,-,-,-
2019,1/6,-,1/6,-,-,-
2018,9/7,3/2,6/5,-,-,-
