Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,200/178,135/109,18/15,43/49,-,4/5
2024,10/7,8/4,-,-,-,2/3
2023,28/16,21/11,-,5/3,-,2/2
2022,29/22,17/13,11/8,1/1,-,-
2021,27/21,16/14,-,11/7,-,-
2020,7/8,5/5,1/2,1/1,-,-
2019,22/19,16/13,-,6/6,-,-
2018,26/20,18/10,2/2,6/8,-,-
2017,16/15,13/11,-,3/4,-,-
2016,17/18,8/8,2/1,7/9,-,-
2015,13/17,9/9,2/2,2/6,-,-
2014,5/10,4/8,-,1/2,-,-
2013,0/2,0/1,-,0/1,-,-
2012,0/3,0/2,-,0/1,-,-
