Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,192/127,160/101,24/17,8/7,0/2,-
2024,46/25,32/16,9/5,5/3,0/1,-
2023,27/33,24/25,0/3,3/4,0/1,-
2022,59/25,52/22,7/3,-,-,-
2021,41/25,33/19,8/6,-,-,-
2020,11/8,11/8,-,-,-,-
2018,2/3,2/3,-,-,-,-
2017,5/6,5/6,-,-,-,-
2016,1/2,1/2,-,-,-,-
