Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,51/90,32/62,16/21,3/7,-,-
2024,20/22,13/15,7/7,-,-,-
2023,15/29,3/9,9/13,3/7,-,-
2022,0/1,-,0/1,-,-,-
2019,0/7,0/7,-,-,-,-
2018,10/13,10/13,-,-,-,-
2017,3/5,3/5,-,-,-,-
2016,3/8,3/8,-,-,-,-
2015,0/2,0/2,-,-,-,-
2014,0/1,0/1,-,-,-,-
2013,0/1,0/1,-,-,-,-
2012,0/1,0/1,-,-,-,-
