Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,296/175,119/76,168/86,2/8,-,7/5
2024,27/22,20/12,5/8,0/1,-,2/1
2023,52/29,19/13,31/15,-,-,2/1
2022,32/26,26/19,2/4,2/3,-,2/0
2021,47/24,23/12,24/10,0/1,-,0/1
2020,27/13,10/5,17/8,-,-,-
2019,58/21,7/3,51/16,0/2,-,-
2018,23/19,13/10,9/8,0/1,-,1/0
2017,17/13,1/2,16/9,-,-,0/2
2016,12/5,-,12/5,-,-,-
2015,1/3,-,1/3,-,-,-
