Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,346/229,251/122,64/71,24/21,1/11,6/4
2024,20/27,12/11,8/14,0/1,0/1,-
2023,27/27,6/7,17/17,-,0/2,4/1
2022,26/22,15/7,8/10,3/2,0/2,0/1
2021,27/27,16/10,8/12,3/3,0/2,-
2020,20/10,13/5,6/5,-,-,1/0
2019,39/28,30/15,4/7,5/2,0/2,0/2
2018,40/22,27/16,8/2,4/3,1/1,-
2017,32/20,26/13,5/4,0/2,0/1,1/0
2016,32/13,30/9,-,2/4,-,-
2015,28/14,27/10,-,1/4,-,-
2014,25/5,23/5,-,2/0,-,-
2009,19/10,15/10,-,4/0,-,-
2008,11/4,11/4,-,-,-,-
