Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,101/90,56/46,36/39,-,-,9/5
2024,11/10,11/8,0/2,-,-,-
2023,42/23,21/12,16/10,-,-,5/1
2022,9/7,-,5/3,-,-,4/4
2021,0/1,-,0/1,-,-,-
2015,8/21,3/8,5/13,-,-,-
2014,25/20,15/11,10/9,-,-,-
2013,1/2,1/1,0/1,-,-,-
2012,5/6,5/6,-,-,-,-
