Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,40/37,27/25,11/7,2/5,-,-
2024,0/1,0/1,-,-,-,-
2023,18/14,16/11,0/1,2/2,-,-
2022,6/5,5/3,1/1,0/1,-,-
2021,14/11,4/6,10/5,-,-,-
2018,0/2,0/2,-,-,-,-
2017,1/4,1/2,-,0/2,-,-
2016,1/0,1/0,-,-,-,-
