Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/54,50/24,30/27,-,-,7/3
2023,24/17,15/8,9/9,-,-,-
2022,27/14,19/9,1/2,-,-,7/3
2021,36/23,16/7,20/16,-,-,-
