Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Beijing (China),hard,header
27.09. 16:40,Davidovich Fokina A.,2,6,4,6,,,7,1,74%,68% (46/68),63% (15/24),78% (7/9),28% (12/43),48% (16/33),100% (4/4),27,20,79% (15/19),8,66% (61/92),37% (28/76),53% (89/168),3,86% (12/14),29% (4/14),57% (16/28),"['2', '0', '4', '2']",[],"['1', '0', '6', '3']",[],[],2.22
27.09. 16:40,Zhang Z.,1,3,6,3,,,7,1,57%,72% (31/43),52% (17/33),0% (0/4),32% (22/68),38% (9/24),22% (2/9),21,19,50% (4/8),8,63% (48/76),34% (31/92),47% (79/168),2,71% (10/14),14% (2/14),43% (12/28),"['2', '3']","['6', '4']",[],[],[],1.68
ATP - SINGLES :  US Open (USA),hard,header
ATP - SINGLES :  US Open (USA),hard,header
27.08. 03:00,Davidovich Fokina A.,1,6^1,6,4,3,,6,6,63%,62% (57/92),43% (23/53),50% (8/16),30% (21/71),55% (34/62),44% (7/16),41,66,62% (33/53),7,55% (80/145),41% (55/133),49% (135/278),2,60% (12/20),35% (7/20),48% (19/40),"['2', '0']","['2', '1', '3', '2', '6', '3']","['4', '4']","['2', '0', '3', '1']",[],1.33
27.08. 03:00,Hijikata R.,3,7^7,3,6,6,,8,8,53%,70% (50/71),45% (28/62),56% (9/16),38% (35/92),57% (30/53),50% (8/16),29,35,73% (8/11),7,59% (78/133),45% (65/145),51% (143/278),5,65% (13/20),40% (8/20),53% (21/40),"['1', '2']","['2', '2']","['1', '0', '5', '4']","['1', '2', '2', '3', '4', '3', '6', '3']",[],3.39
ATP - SINGLES :  Cincinnati (USA),hard,header
13.08. 22:20,Davidovich Fokina A.,0,3,6^6,,,,3,6,64%,67% (36/54),32% (10/31),71% (10/14),23% (6/26),44% (18/41),67% (2/3),29,23,65% (13/20),4,54% (46/85),36% (24/67),46% (70/152),2,64% (7/11),20% (2/10),43% (9/21),"['3', '1']","['2', '1']",[],[],[],2.22
13.08. 22:20,Tiafoe F.,2,6,7^8,,,,6,3,39%,77% (20/26),56% (23/41),33% (1/3),33% (18/54),68% (21/31),29% (4/14),18,8,60% (6/10),6,64% (43/67),46% (39/85),54% (82/152),6,80% (8/10),36% (4/11),57% (12/21),"['2', '3', '4', '3', '6', '3']","['2', '2']",[],[],[],1.68
ATP - SINGLES :  Montreal (Canada),hard,header
10.08. 22:00,Davidovich Fokina A.,1,6,6^5,0,,,2,5,64%,57% (32/56),52% (16/31),44% (4/9),33% (16/48),49% (24/49),29% (4/14),24,28,63% (25/40),5,55% (48/87),41% (40/97),48% (88/184),4,62% (8/13),33% (4/12),48% (12/25),"['2', '1', '4', '1']","['1', '0', '2', '1']",[],[],[],1.68
10.08. 22:00,Arnaldi M.,1,4,7^7,3,,,4,7,49%,67% (32/48),51% (25/49),71% (10/14),43% (24/56),48% (15/31),56% (5/9),26,25,83% (20/24),5,59% (57/97),45% (39/87),52% (96/184),4,67% (8/12),38% (5/13),52% (13/25),"['2', '4']","['1', '1', '2', '2']","['1', '0', '3', '0']",[],[],2.22
08.08. 20:40,Davidovich Fokina A.,2,6,1,6,,,3,5,58%,64% (29/45),50% (16/32),43% (3/7),26% (12/47),68% (19/28),57% (4/7),24,15,76% (28/37),8,58% (45/77),41% (31/75),50% (76/152),3,69% (9/13),33% (4/12),52% (13/25),"['4', '2', '6', '4']",[],"['1', '0', '4', '1']",[],[],5.05
08.08. 20:40,Medvedev D.,1,4,6,2,,,9,4,63%,74% (35/47),32% (9/28),43% (3/7),36% (16/45),50% (16/32),57% (4/7),27,17,58% (14/24),11,59% (44/75),42% (32/77),50% (76/152),6,67% (8/12),31% (4/13),48% (12/25),"['4', '5']","['2', '1', '4', '1', '6', '1']",[],[],[],1.18
07.08. 22:30,Davidovich Fokina A.,2,6,7,,,,2,2,67%,73% (30/41),60% (12/20),50% (1/2),30% (10/33),50% (12/24),57% (4/7),17,10,56% (5/9),7,69% (42/61),39% (22/57),54% (64/118),4,90% (9/10),40% (4/10),65% (13/20),"['1', '0', '3', '0']","['3', '2', '6', '5']",[],[],[],1.91
07.08. 22:30,Safiullin R.,0,2,5,,,,2,3,58%,70% (23/33),50% (12/24),43% (3/7),27% (11/41),40% (8/20),50% (1/2),13,15,79% (11/14),7,61% (35/57),31% (19/61),46% (54/118),2,60% (6/10),10% (1/10),35% (7/20),[],"['3', '3']",[],[],[],1.91
ATP - SINGLES :  Washington (USA),hard,header
01.08. 20:40,Davidovich Fokina A.,1,6,6^0,6^7,,,12,6,61%,69% (49/71),44% (20/45),75% (9/12),25% (14/55),56% (38/68),38% (5/13),30,30,59% (10/17),8,59% (69/116),42% (52/123),51% (121/239),5,81% (13/16),33% (5/15),58% (18/31),"['3', '1', '5', '1']","['1', '2', '4', '5']","['3', '1']",[],[],1.74
01.08. 20:40,Cobolli F.,2,1,7^7,7^9,,,7,8,45%,75% (41/55),44% (30/68),62% (8/13),31% (22/71),56% (25/45),25% (3/12),27,24,56% (15/27),7,58% (71/123),41% (47/116),49% (118/239),3,67% (10/15),19% (3/16),42% (13/31),[],"['2', '0', '5', '3']","['3', '4']",[],[],2.12
31.07. 20:40,Davidovich Fokina A.,2,3,7^7,6,,,15,8,56%,75% (36/48),58% (22/38),43% (3/7),28% (18/65),58% (23/40),25% (3/12),33,23,69% (11/16),6,67% (58/86),39% (41/105),52% (99/191),3,75% (12/16),20% (3/15),48% (15/31),[],"['1', '2']","['3', '3', '6', '4']",[],[],1.40
31.07. 20:40,Krueger M.,1,6,6^3,4,,,16,6,62%,72% (47/65),43% (17/40),75% (9/12),25% (12/48),42% (16/38),57% (4/7),33,31,118% (13/11),6,61% (64/105),33% (28/86),48% (92/191),4,80% (12/15),25% (4/16),52% (16/31),"['2', '1', '6', '3']","['2', '0']","['1', '0']",[],[],3.00
ATP - SINGLES :  Atlanta (USA),hard,header
26.07. 23:40,Davidovich Fokina A.,1,6^5,6,3,,,4,5,67%,64% (49/76),59% (22/37),86% (12/14),28% (17/61),37% (13/35),67% (2/3),20,23,42% (11/26),6,63% (71/113),31% (30/96),48% (101/209),3,87% (13/15),13% (2/16),48% (15/31),"['2', '2']","['5', '4']",[],[],[],1.73
26.07. 23:40,Thompson J.,2,7^7,4,6,,,21,0,64%,72% (44/61),63% (22/35),33% (1/3),36% (27/76),41% (15/37),14% (2/14),40,13,71% (22/31),6,69% (66/96),37% (42/113),52% (108/209),3,88% (14/16),13% (2/15),52% (16/31),"['1', '0']",[],"['5', '3']",[],[],2.12
26.07. 01:55,Davidovich Fokina A.,2,7,7,,,,3,1,73%,75% (41/55),70% (14/20),100% (4/4),19% (8/43),52% (14/27),20% (2/10),19,7,78% (7/9),7,73% (55/75),31% (22/70),53% (77/145),3,100% (12/12),17% (2/12),58% (14/24),"['7', '5']","['7', '5']",[],[],[],1.89
26.07. 01:55,Opelka R.,0,5,5,,,,16,3,61%,81% (35/43),48% (13/27),80% (8/10),25% (14/55),30% (6/20),0% (0/4),33,17,75% (15/20),5,69% (48/70),27% (20/75),47% (68/145),1,83% (10/12),0% (0/12),42% (10/24),[],[],[],[],[],1.92
22.07. 20:40,Davidovich Fokina A.,2,6,7^7,,,,11,0,67%,83% (39/47),52% (12/23),100% (5/5),24% (9/37),50% (18/36),67% (2/3),30,18,63% (10/16),6,73% (51/70),37% (27/73),55% (78/143),3,100% (10/10),20% (2/10),60% (12/20),"['2', '1', '5', '2']",[],[],[],[],1.82
22.07. 20:40,Cazaux A.,0,2,6^4,,,,8,1,51%,76% (28/37),50% (18/36),33% (1/3),17% (8/47),48% (11/23),0% (0/5),15,16,38% (5/13),4,63% (46/73),27% (19/70),45% (65/143),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.02
ATP - SINGLES :  London (United Kingdom),grass,header
18.06. 19:00,Davidovich Fokina A.,1,6^6,6,1,,,14,4,67%,74% (51/69),44% (15/34),67% (4/6),16% (10/61),58% (14/24),25% (1/4),35,10,67% (16/24),5,64% (66/103),28% (24/85),48% (90/188),3,86% (12/14),7% (1/14),46% (13/28),[],"['5', '3']",[],[],[],2.94
18.06. 19:00,Tabilo A.,2,7^8,3,6,,,14,2,72%,84% (51/61),42% (10/24),75% (3/4),26% (18/69),56% (19/34),33% (2/6),29,9,71% (15/21),7,72% (61/85),36% (37/103),52% (98/188),5,93% (13/14),14% (2/14),54% (15/28),[],[],"['2', '0', '4', '0']",[],[],1.41
ATP - SINGLES :  French Open (France),clay,header
30.05. 22:40,Davidovich Fokina A.,2,6^5,6,3,6,3,4,4,72%,64% (74/116),46% (21/46),64% (9/14),31% (30/98),53% (26/49),36% (5/14),63,59,69% (27/39),8,60% (96/161),38% (56/146),50% (152/307),3,79% (19/24),22% (5/23),51% (24/47),[],"['2', '0', '5', '1']","['1', '2']","['3', '1', '6', '4']",[],5.05
30.05. 22:40,Ruud C.,3,7^7,1,6,4,6,11,3,67%,69% (68/98),47% (23/49),64% (9/14),34% (40/116),54% (25/46),36% (5/14),47,52,57% (21/37),9,62% (90/146),40% (65/161),50% (155/307),3,78% (18/23),21% (5/24),49% (23/47),[],[],"['2', '0', '5', '3']","['4', '5']","['3', '2', '6', '3']",1.18
