Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ATP - SINGLES :  US Open (USA) - Qualification,hard,header
22.10.2022,Majchrzak K.,2,7^7,6,,,,4,1,73%,77% (37/48),61% (11/18),67% (2/3),18% (7/39),52% (16/31),29% (2/7),6,73% (48/66),33% (23/70),52% (71/136),3,91% (10/11),18% (2/11),55% (12/22),['4'],[],[],[],[],1.62
22.10.2022,O'Connell C.,0,6^3,4,,,,11,0,56%,82% (32/39),48% (15/31),71% (5/7),23% (11/48),39% (7/18),33% (1/3),5,67% (47/70),27% (18/66),48% (65/136),3,82% (9/11),9% (1/11),45% (10/22),"['2', '4', '7']",['1'],[],[],[],2.27
21.10.2022,Majchrzak K.,2,6,6^4,7,,,8,6,49%,78% (42/54),48% (27/56),25% (1/4),29% (17/59),56% (27/48),46% (6/13),5,63% (69/110),41% (44/107),52% (113/217),5,81% (13/16),38% (6/16),59% (19/32),[],"['5', '1', '3', '5']","['2', '3']",[],[],1.40
21.10.2022,Kwon S.,1,2,7^7,5,,,6,8,55%,71% (42/59),44% (21/48),54% (7/13),22% (12/54),52% (29/56),75% (3/4),5,59% (63/107),37% (41/110),48% (104/217),4,63% (10/16),19% (3/16),41% (13/32),"['4', '6']","['5', '1', '3']","['1', '3', '6']",[],[],2.91
20.10.2022,Majchrzak K.,2,7^7,6,,,,4,5,48%,78% (29/37),55% (22/40),75% (3/4),31% (15/49),54% (20/37),25% (2/8),8,66% (51/77),41% (35/86),53% (86/163),3,91% (10/11),18% (2/11),55% (12/22),['3'],[],[],[],[],3.82
20.10.2022,Medjedovic H.,0,6^1,4,,,,6,4,57%,69% (34/49),46% (17/37),75% (6/8),22% (8/37),45% (18/40),25% (1/4),6,59% (51/86),34% (26/77),47% (77/163),2,82% (9/11),9% (1/11),45% (10/22),"['3', '3', '4', '7']",['6'],[],[],[],1.25
18.10.2022,Majchrzak K.,2,6,6,,,,1,0,63%,85% (23/27),69% (11/16),100% (1/1),50% (16/32),50% (10/20),67% (4/6),12,79% (34/43),50% (26/52),63% (60/95),4,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],2.63
18.10.2022,Marterer M.,0,3,1,,,,1,0,62%,50% (16/32),50% (10/20),33% (2/6),15% (4/27),31% (5/16),0% (0/1),5,50% (26/52),21% (9/43),37% (35/95),1,50% (4/8),0% (0/8),25% (4/16),['3'],"['1', '4', '6']",[],[],[],1.45
CHALLENGER MEN - SINGLES :  Seoul (South Korea),hard,header
15.10.2022,Majchrzak K.,1,3,6,4,,,10,5,50%,65% (30/46),52% (24/46),67% (6/9),22% (13/60),63% (19/30),50% (2/4),7,59% (54/92),36% (32/90),47% (86/182),3,79% (11/14),14% (2/14),46% (13/28),['3'],['3'],['6'],[],[],1.71
15.10.2022,Wu Y.,2,6,3,6,,,5,6,67%,78% (47/60),37% (11/30),50% (2/4),35% (16/46),48% (22/46),33% (3/9),6,64% (58/90),41% (38/92),53% (96/182),3,86% (12/14),21% (3/14),54% (15/28),[],"['3', '5']",[],[],[],2.09
14.10.2022,Majchrzak K.,2,6,6,,,,6,1,55%,91% (21/23),42% (8/19),0% (0/1),56% (18/32),71% (12/17),63% (5/8),8,69% (29/42),61% (30/49),65% (59/91),7,88% (7/8),71% (5/7),80% (12/15),['1'],[],[],[],[],4.00
14.10.2022,Mochizuki S.,0,3,0,,,,1,2,65%,44% (14/32),29% (5/17),38% (3/8),9% (2/23),58% (11/19),100% (1/1),2,39% (19/49),31% (13/42),35% (32/91),1,29% (2/7),13% (1/8),20% (3/15),"['1', '3']","['1', '3', '5']",[],[],[],1.23
13.10.2022,Majchrzak K.,2,2,6,6,,,10,2,60%,62% (31/50),56% (19/34),56% (5/9),45% (21/47),53% (21/40),45% (5/11),9,60% (50/84),48% (42/87),54% (92/171),4,69% (9/13),42% (5/12),56% (14/25),"['1', '4']",['2'],['2'],[],[],2.25
13.10.2022,Millman J.,1,6,3,2,,,3,2,54%,55% (26/47),48% (19/40),55% (6/11),38% (19/50),44% (15/34),44% (4/9),7,52% (45/87),40% (34/84),46% (79/171),3,58% (7/12),31% (4/13),44% (11/25),[],"['3', '5']","['2', '4', '5']",[],[],1.63
11.10.2022,Majchrzak K.,2,6,6,,,,4,3,61%,77% (23/30),42% (8/19),50% (1/2),52% (14/27),62% (16/26),50% (5/10),6,63% (31/49),57% (30/53),60% (61/102),5,88% (7/8),63% (5/8),75% (12/16),['1'],[],[],[],[],4.04
11.10.2022,Clarke J.,0,2,2,,,,2,2,51%,48% (13/27),38% (10/26),50% (5/10),23% (7/30),58% (11/19),50% (1/2),4,43% (23/53),37% (18/49),40% (41/102),1,38% (3/8),13% (1/8),25% (4/16),"['1', '4', '6']","['4', '6']",[],[],[],1.23
ATP - SINGLES :  Tokyo (Japan),hard,header
06.10.2022,Majchrzak K.,1,6,2,2,,,9,1,70%,69% (40/58),36% (9/25),50% (4/8),16% (7/43),39% (7/18),33% (1/3),6,59% (49/83),23% (14/61),44% (63/144),3,69% (9/13),8% (1/12),40% (10/25),[],"['4', '6']","['2', '6']",[],[],1.07
06.10.2022,Kyrgios N.,2,3,6,6,,,22,0,70%,84% (36/43),61% (11/18),67% (2/3),31% (18/58),64% (16/25),50% (4/8),10,77% (47/61),41% (34/83),56% (81/144),7,92% (11/12),31% (4/13),60% (15/25),['2'],[],[],[],[],8.98
04.10.2022,Majchrzak K.,2,7^7,6,,,,3,2,69%,74% (34/46),67% (14/21),100% (2/2),24% (10/41),69% (18/26),40% (2/5),8,72% (48/67),42% (28/67),57% (76/134),5,100% (10/10),20% (2/10),60% (12/20),['2'],[],[],[],[],3.28
04.10.2022,Shimabukuro S.,0,6^2,2,,,,6,2,61%,76% (31/41),31% (8/26),60% (3/5),26% (12/46),33% (7/21),0% (0/2),4,58% (39/67),28% (19/67),43% (58/134),1,80% (8/10),0% (0/10),40% (8/20),"['2', '4', '5']","['1', '3']",[],[],[],1.34
ATP - SINGLES :  Sofia (Bulgaria),hard,header
30.09.2022,Majchrzak K.,1,7^7,6^6,3,,,11,3,60%,82% (51/62),50% (21/42),75% (9/12),19% (13/68),45% (19/42),11% (1/9),43,20,77% (20/26),6,69% (72/104),29% (32/110),49% (104/214),3,82% (14/17),6% (1/16),45% (15/33),['1'],"['1', '8']","['2', '6']",[],[],2.22
30.09.2022,Huesler M.,2,6^4,7^8,6,,,26,3,62%,81% (55/68),55% (23/42),89% (8/9),18% (11/62),50% (21/42),25% (3/12),49,16,60% (18/30),7,71% (78/110),31% (32/104),51% (110/214),3,94% (15/16),18% (3/17),55% (18/33),"['3', '4', '7']","['1', '3']",[],[],[],1.68
29.09.2022,Majchrzak K.,2,4,6,6,,,6,6,66%,75% (49/65),47% (16/34),91% (10/11),20% (9/46),55% (22/40),50% (3/6),6,6,9,66% (65/99),36% (31/86),52% (96/185),3,93% (13/14),21% (3/14),57% (16/28),['5'],[],[],[],[],1.63
29.09.2022,Otte O.,1,6,2,4,,,12,6,53%,80% (37/46),45% (18/40),50% (3/6),25% (16/65),53% (18/34),9% (1/11),12,6,5,64% (55/86),34% (34/99),48% (89/185),3,79% (11/14),7% (1/14),43% (12/28),[],"['2', '6']",['6'],[],[],2.30
26.09.2022,Majchrzak K.,2,7,6,,,,11,0,70%,78% (29/37),50% (8/16),0% (0/1),33% (9/27),48% (13/27),57% (4/7),26,3,33% (2/6),6,70% (37/53),41% (22/54),55% (59/107),4,90% (9/10),40% (4/10),65% (13/20),['2'],[],[],[],[],1.68
26.09.2022,Berankis R.,0,5,2,,,,5,4,50%,67% (18/27),52% (14/27),43% (3/7),22% (8/37),50% (8/16),100% (1/1),29,12,40% (4/10),10,59% (32/54),30% (16/53),45% (48/107),2,60% (6/10),10% (1/10),35% (7/20),"['2', '7']","['4', '6']",[],[],[],2.22
