Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/135,68/70,72/61,1/2,-,5/2
2024,23/24,13/12,10/11,0/1,-,-
2023,19/25,6/9,10/14,1/1,-,2/1
2022,21/13,-,18/12,-,-,3/1
2018,2/1,2/1,-,-,-,-
2017,12/14,9/10,3/4,-,-,-
2016,17/21,5/11,12/10,-,-,-
2015,27/17,8/7,19/10,-,-,-
2014,25/19,25/19,-,-,-,-
2013,0/1,0/1,-,-,-,-
