Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,21/26,7/10,8/9,6/7,-,-
2024,6/4,4/3,-,2/1,-,-
2023,6/12,1/4,4/5,1/3,-,-
2022,9/10,2/3,4/4,3/3,-,-
