Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,97/93,59/58,29/32,0/1,-,9/2
2024,10/19,8/14,2/5,-,-,-
2023,34/23,14/10,11/10,0/1,-,9/2
2022,23/23,19/14,4/9,-,-,-
2021,14/11,4/4,10/7,-,-,-
2015,4/3,4/3,-,-,-,-
2014,9/12,7/11,2/1,-,-,-
2013,3/2,3/2,-,-,-,-
