Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,337/164,62/57,161/61,38/29,0/2,76/15
2024,21/5,3/2,-,-,-,18/3
2023,28/11,7/6,-,4/2,-,17/3
2022,53/16,16/8,8/1,4/1,-,25/6
2021,29/9,4/2,9/3,0/1,-,16/3
2020,6/1,-,-,6/1,-,-
2019,20/23,3/5,14/11,3/7,-,-
2018,40/20,7/4,27/11,6/5,-,-
2017,16/19,7/5,9/10,0/4,-,-
2016,37/17,4/5,30/9,3/1,0/2,-
2015,55/20,1/4,48/11,6/5,-,-
2014,25/14,3/7,16/5,6/2,-,-
2013,5/4,5/4,-,-,-,-
2012,0/2,0/2,-,-,-,-
2011,2/3,2/3,-,-,-,-
