Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Vienna (Austria),hard,header
24.10. 21:40,Cobolli F.,0,6^2,1,,,,0,4,48%,71% (20/28),47% (14/30),71% (5/7),10% (3/31),60% (12/20),50% (1/2),14,31,85% (17/20),59% (34/58),29% (15/51),45% (49/109),4,0,75% (6/8),13% (1/8),44% (7/16),"['5', '5']",[],[],[],[],3.23
24.10. 21:40,De Minaur A.,1,7^7,3,,,,2,3,61%,90% (28/31),40% (8/20),50% (1/2),29% (8/28),53% (16/30),29% (2/7),9,14,83% (10/12),71% (36/51),41% (24/58),55% (60/109),6,0,88% (7/8),25% (2/8),56% (9/16),"['2', '1']","['3', '1']",[],[],[],1.36
21.10. 17:40,Cobolli F.,2,7^7,6,,,,5,0,70%,71% (35/49),76% (16/21),100% (3/3),27% (14/52),57% (13/23),14% (1/7),20,42,75% (6/8),73% (51/70),36% (27/75),54% (78/145),4,0,100% (11/11),10% (1/10),57% (12/21),[],"['4', '2']",[],[],[],2.02
21.10. 17:40,Davidovich Fokina A.,0,6^1,3,,,,0,3,69%,73% (38/52),43% (10/23),86% (6/7),29% (14/49),24% (5/21),0% (0/3),5,30,70% (7/10),64% (48/75),27% (19/70),46% (67/145),6,0,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.82
ATP - SINGLES :  Shanghai (China),hard,header
08.10. 16:10,Cobolli F.,0,1,2,,,,3,1,64%,57% (20/35),30% (6/20),56% (5/9),17% (4/24),19% (3/16),0% (0/0),6,26,100% (2/2),47% (26/55),18% (7/40),35% (33/95),3,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],6.54
08.10. 16:10,Djokovic N.,2,6,6,,,,3,2,60%,83% (20/24),81% (13/16),0% (0/0),43% (15/35),70% (14/20),44% (4/9),19,18,80% (8/10),83% (33/40),53% (29/55),65% (62/95),7,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '5', '1']","['3', '2', '5', '2']",[],[],[],1.12
07.10. 18:30,Cobolli F.,2,6^6,7^7,6,,,8,1,58%,78% (51/65),69% (33/48),100% (3/3),17% (10/60),45% (17/38),25% (1/4),35,39,80% (12/15),74% (84/113),28% (27/98),53% (111/211),7,0,100% (17/17),6% (1/16),55% (18/33),[],[],"['2', '0']",[],[],1.34
07.10. 18:30,Wawrinka S.,1,7^8,6^4,3,,,17,2,61%,83% (50/60),55% (21/38),75% (3/4),22% (14/65),31% (15/48),0% (0/3),34,45,55% (11/20),72% (71/98),26% (29/113),47% (100/211),3,0,94% (15/16),0% (0/17),45% (15/33),[],[],[],[],[],3.37
