Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,294/237,126/113,62/40,103/80,3/4,-
2024,26/29,8/15,2/4,13/7,3/3,-
2023,56/39,24/20,0/1,32/18,-,-
2022,39/32,26/21,2/1,11/9,0/1,-
2021,41/26,27/15,4/4,10/7,-,-
2020,24/18,7/6,12/8,5/4,-,-
2019,33/31,10/13,12/7,11/11,-,-
2018,40/26,12/13,15/7,13/6,-,-
2017,21/18,7/5,11/6,3/7,-,-
2016,12/10,5/4,4/2,3/4,-,-
2015,2/7,0/1,-,2/6,-,-
2014,0/1,-,-,0/1,-,-
