Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,18/19,4/9,14/10,-,-,-
2024,2/3,1/2,1/1,-,-,-
2023,0/3,0/2,0/1,-,-,-
2021,2/0,-,2/0,-,-,-
2017,4/3,-,4/3,-,-,-
2016,8/6,1/2,7/4,-,-,-
2015,2/4,2/3,0/1,-,-,-
