Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,200/116,83/69,70/29,32/16,-,15/2
2024,44/20,14/10,6/3,19/7,-,5/0
2023,52/24,25/14,17/5,6/5,-,4/0
2022,23/18,8/10,14/6,1/2,-,-
2021,44/22,6/8,32/13,5/1,-,1/0
2020,27/24,20/19,1/2,1/1,-,5/2
2019,5/4,5/4,-,-,-,-
2018,2/1,2/1,-,-,-,-
2017,1/1,1/1,-,-,-,-
2015,2/2,2/2,-,-,-,-
