Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,261/149,148/79,86/40,21/22,4/7,2/1
2024,40/21,27/13,12/5,0/2,1/1,-
2023,59/23,34/14,19/4,3/2,3/3,-
2022,26/30,12/15,12/7,2/5,0/3,-
2021,35/31,30/19,2/6,3/6,-,-
2020,31/12,14/5,7/3,10/4,-,-
2019,43/21,26/11,14/7,1/2,-,2/1
2018,18/7,2/1,16/6,-,-,-
2017,9/4,3/1,4/2,2/1,-,-
