Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,77/47,26/17,34/18,13/10,-,4/2
2024,4/4,4/4,-,-,-,-
2023,58/31,20/10,25/14,9/5,-,4/2
2022,11/9,1/1,6/3,4/5,-,-
2021,4/3,1/2,3/1,-,-,-
