Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,38/57,10/20,25/25,2/11,0/1,1/0
2024,15/15,3/5,11/9,0/1,-,1/0
2023,20/21,5/7,14/13,1/1,-,-
2022,3/16,2/8,0/3,1/4,0/1,-
2021,0/5,-,-,0/5,-,-
