Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M25 Bali 2 (Indonesia),hard,header
11.09. 07:30,Mischker F.,0,1,4,,,,[],"['3', '2']",[],[],[],5.24
11.09. 07:30,Bobrov B.,2,6,6,,,,"['1', '0', '3', '0', '6', '1']","['3', '3', '6', '4']",[],[],[],1.14
10.09. 12:45,Salton D.,0,0,,,,,[],[],[],[],[],2.17
10.09. 12:45,Mischker F.,0,1,,,,,[],[],[],[],[],1.64
ITF MEN - SINGLES :  M25 Bali (Indonesia),hard,header
03.09. 10:50,Mischker F.,1,6,1,6,,,"['4', '2']",[],"['4', '4']",[],[],2.97
03.09. 10:50,Ryan Ziegann S.,2,3,6,7,,,[],"['2', '0', '4', '0']","['4', '3', '7', '6']",[],[],1.36
ITF MEN - SINGLES :  M25 Sarajevo (Bosnia and Herzegovina),clay,header
ITF MEN - SINGLES :  M15 Zahra 3 (Kuwait),hard,header
13.12.2023,Mischker F.,0,5,2,,,,[],[],[],[],[],2.38
13.12.2023,Loge J.,2,7,6,,,,[],[],[],[],[],1.53
ITF MEN - SINGLES :  M15 Zahra 2 (Kuwait),hard,header
06.12.2023,Mischker F.,1,6,6^6,1,,,[],[],[],[],[],5.84
06.12.2023,Pontjodikromo S.,2,1,7^8,6,,,[],[],[],[],[],1.11
ITF MEN - SINGLES :  M25 Monastir 6 (Tunisia),hard,header
ITF MEN - SINGLES :  M25 Castelo Branco (Portugal),hard,header
19.07.2023,Mischker F.,0,4,4,,,,[],[],[],[],[],10.50
19.07.2023,Pawelski M.,2,6,6,,,,[],[],[],[],[],1.02
ITF MEN - SINGLES :  M25 Santa Margherita di Pula 3 (Italy),clay,header
26.04.2022,Mischker F.,1,7,3,1,,,"['2', '1', '4', '5', '6', '5']","['2', '5']","['1', '5']",[],[],12.50
26.04.2022,Haerteis J.,2,5,6,6,,,"['2', '2', '4', '2']","['3', '1', '5', '1']","['1', '0', '3', '0', '5', '0', '6', '1']",[],[],1.02
