Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,128/110,92/80,33/28,-,-,3/2
2024,28/15,20/9,5/4,-,-,3/2
2023,7/3,5/2,2/1,-,-,-
2022,11/9,-,11/9,-,-,-
2021,9/4,-,9/4,-,-,-
2019,4/7,-,4/7,-,-,-
2018,16/12,16/12,-,-,-,-
2017,19/20,19/19,0/1,-,-,-
2016,15/16,13/14,2/2,-,-,-
2015,9/8,9/8,-,-,-,-
2014,4/8,4/8,-,-,-,-
2013,6/8,6/8,-,-,-,-
