Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,26/24,11/15,12/7,3/1,0/1,-
2024,12/12,6/8,6/3,-,0/1,-
2023,13/8,4/3,6/4,3/1,-,-
2022,1/3,1/3,-,-,-,-
2020,0/1,0/1,-,-,-,-
