Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,144/148,56/65,56/62,28/18,-,4/3
2024,17/13,9/7,4/4,-,-,4/2
2023,16/24,5/7,10/14,1/3,-,-
2022,23/22,3/7,8/9,12/5,-,0/1
2021,24/23,5/5,17/16,2/2,-,-
2020,2/4,-,2/4,-,-,-
2019,17/18,8/12,5/4,4/2,-,-
2018,13/12,8/7,3/3,2/2,-,-
2017,15/17,10/13,2/2,3/2,-,-
2016,14/12,7/6,3/4,4/2,-,-
2015,2/2,-,2/2,-,-,-
2014,1/1,1/1,-,-,-,-
