Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,191/134,85/52,96/72,7/7,3/3,-
2024,33/23,10/8,19/12,3/1,1/2,-
2023,41/32,22/15,17/15,2/2,-,-
2022,23/19,11/8,11/10,1/1,-,-
2021,18/21,7/6,8/12,1/2,2/1,-
2020,13/14,3/1,10/12,0/1,-,-
2019,29/13,14/6,15/7,-,-,-
2018,31/9,15/5,16/4,-,-,-
2017,3/3,3/3,-,-,-,-
