Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/31,9/10,15/21,-,-,-
2024,18/7,5/2,13/5,-,-,-
2021,1/9,0/1,1/8,-,-,-
2020,1/8,-,1/8,-,-,-
2019,1/5,1/5,-,-,-,-
2018,3/2,3/2,-,-,-,-
