Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/21,22/18,1/1,1/2,-,-
2024,19/14,18/13,1/1,-,-,-
2023,3/4,3/4,-,-,-,-
2022,1/1,-,-,1/1,-,-
2021,1/1,1/1,-,-,-,-
2020,0/1,-,-,0/1,-,-
