Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
22.08.,Llamas Ruiz P.,2,,,,,,2,2,62%,76% (28/37),78% (18/23),50% (1/2),171 km/h,133 km/h,29% (14/48),63% (22/35),50% (4/8),17,19,82% (14/17),77% (46/60),43% (35/81),57% (81/141),5,0,92% (11/12),33% (4/12),63% (15/24),[],"['2', '0', '5', '1']","['1', '0', '3', '0']",[],[],1.62
22.08.,Trungelliti M.,1,,,,,,5,11,58%,71% (34/48),37% (13/35),50% (4/8),175 km/h,140 km/h,24% (9/37),22% (5/23),50% (1/2),18,38,55% (11/20),57% (46/81),23% (14/60),43% (60/141),5,0,67% (8/12),8% (1/12),38% (9/24),"['2', '0']",[],[],[],[],2.31
25.06.,Trungelliti M.,0,,,,,,3,7,54%,69% (27/39),42% (14/33),70% (7/10),22% (10/45),54% (13/24),33% (1/3),12,15,50% (9/18),57% (41/72),33% (23/69),45% (64/141),3,1,70% (7/10),9% (1/11),38% (8/21),1718,[],"['4', '4']",[],[],[],2.68
23.06.,Trungelliti M.,2,,,,,,6,5,63%,66% (33/50),55% (16/29),57% (4/7),37% (20/54),47% (16/34),44% (4/9),22,26,68% (13/19),62% (49/79),40% (36/89),51% (85/168),5,0,77% (10/13),31% (4/13),54% (14/26),[],"['4', '3', '6', '3']","['2', '0', '4', '0']",[],[],2.05
23.06.,Kachmazov A.,1,,,,,,8,7,61%,63% (34/54),53% (18/34),56% (5/9),34% (17/50),45% (13/29),43% (3/7),30,33,55% (16/29),60% (53/89),38% (30/79),49% (83/168),5,0,69% (9/13),23% (3/13),46% (12/26),"['4', '2', '6', '2']",[],"['2', '5']",[],[],1.79
17.06.,Smith C.,2,,,,,,8,0,71%,69% (46/67),54% (15/28),70% (7/10),34% (22/64),78% (21/27),50% (5/10),64% (61/95),47% (43/91),56% (104/186),7,0,79% (11/14),38% (5/13),59% (16/27),"['2', '0', '3', '1', '6', '2']",[],"['3', '3', '5', '3']",[],[],1.07
17.06.,Trungelliti M.,1,,,,,,4,6,70%,66% (42/64),22% (6/27),50% (5/10),31% (21/67),46% (13/28),30% (3/10),53% (48/91),36% (34/95),44% (82/186),3,1,62% (8/13),21% (3/14),41% (11/27),"['1', '2']","['2', '1']","['3', '2']",[],[],7.10
15.06.,Trungelliti M.,2,,,,,,1,3,51%,60% (30/50),53% (26/49),56% (5/9),38% (24/64),63% (30/48),29% (6/21),57% (56/99),48% (54/112),52% (110/211),5,0,71% (10/14),43% (6/14),57% (16/28),"['3', '1']","['2', '1', '3', '2']","['1', '0', '3', '0', '6', '3']",[],[],1.78
15.06.,Merida Aguilar D.,1,,,,,,2,15,57%,63% (40/64),38% (18/48),71% (15/21),40% (20/50),47% (23/49),44% (4/9),52% (58/112),43% (43/99),48% (101/211),5,11,57% (8/14),29% (4/14),43% (12/28),[],"['2', '2', '4', '4', '6', '4']","['3', '5']",[],[],1.95
14.06.,Trungelliti M.,2,,,,,,9,5,64%,76% (35/46),42% (11/26),67% (2/3),35% (11/31),56% (22/39),36% (4/11),64% (46/72),47% (33/70),56% (79/142),7,0,90% (9/10),44% (4/9),68% (13/19),"['3', '1', '5', '1']","['3', '4', '6', '5']",[],[],[],1.85
14.06.,Tabur C.,0,,,,,,4,2,44%,65% (20/31),44% (17/39),64% (7/11),24% (11/46),58% (15/26),33% (1/3),53% (37/70),36% (26/72),44% (63/142),3,2,56% (5/9),10% (1/10),32% (6/19),[],"['4', '2']",[],[],[],1.87
13.06.,Trungelliti M.,2,,,,,,5,6,54%,86% (37/43),57% (21/37),80% (4/5),30% (18/60),50% (23/46),22% (2/9),73% (58/80),39% (41/106),53% (99/186),6,0,93% (13/14),14% (2/14),54% (15/28),[],"['2', '0']","['2', '1']",[],[],1.84
13.06.,Kuzmanov D.,1,,,,,,6,5,57%,70% (42/60),50% (23/46),78% (7/9),14% (6/43),43% (16/37),20% (1/5),61% (65/106),28% (22/80),47% (87/186),4,4,86% (12/14),7% (1/14),46% (13/28),"['5', '3']",[],[],[],[],1.88
12.06.,Trungelliti M.,2,,,,,,2,2,58%,61% (30/49),57% (20/35),17% (1/6),29% (10/35),60% (37/62),29% (5/17),60% (50/84),48% (47/97),54% (97/181),6,0,64% (9/14),38% (5/13),52% (14/27),"['2', '0']","['3', '3', '6', '4']","['2', '0', '4', '2']",[],[],1.44
12.06.,Gakhov I.,1,,,,,,7,9,36%,71% (25/35),40% (25/62),71% (12/17),39% (19/49),43% (15/35),83% (5/6),52% (50/97),40% (34/84),46% (84/181),4,1,62% (8/13),36% (5/14),48% (13/27),"['1', '2', '3', '2', '5', '2']","['2', '1']","['2', '3']",[],[],2.66
10.06.,Trungelliti M.,2,,,,,,5,2,65%,79% (26/33),56% (10/18),80% (4/5),41% (13/32),63% (10/16),50% (4/8),71% (36/51),48% (23/48),60% (59/99),9,0,89% (8/9),50% (4/8),71% (12/17),"['3', '1', '6', '2']","['3', '3', '5', '3']",[],[],[],1.79
10.06.,Moro Canas A.,0,,,,,,2,4,67%,59% (19/32),38% (6/16),50% (4/8),21% (7/33),44% (8/18),20% (1/5),52% (25/48),29% (15/51),40% (40/99),1,1,50% (4/8),11% (1/9),29% (5/17),[],"['1', '0']",[],[],[],1.94
07.06.,Buse I.,2,,,,,,1,1,65%,68% (30/44),67% (16/24),86% (6/7),32% (12/38),48% (13/27),100% (2/2),68% (46/68),38% (25/65),53% (71/133),7,0,91% (10/11),18% (2/11),55% (12/22),"['1', '0', '3', '0']",[],[],[],[],1.43
07.06.,Trungelliti M.,0,,,,,,3,2,58%,68% (26/38),52% (14/27),0% (0/2),32% (14/44),33% (8/24),14% (1/7),62% (40/65),32% (22/68),47% (62/133),3,0,82% (9/11),9% (1/11),45% (10/22),"['2', '4']",[],[],[],[],2.70
06.06.,Trungelliti M.,2,,,,,,7,2,67%,67% (39/58),45% (13/29),56% (5/9),25% (11/44),61% (14/23),63% (5/8),60% (52/87),37% (25/67),50% (77/154),8,0,69% (9/13),38% (5/13),54% (14/26),[],"['2', '3', '4', '3']","['2', '1', '4', '1', '5', '2']",[],[],1.40
06.06.,Pacheco Mendez R.,1,,,,,,3,2,66%,75% (33/44),39% (9/23),38% (3/8),33% (19/58),55% (16/29),44% (4/9),63% (42/67),40% (35/87),50% (77/154),2,0,62% (8/13),31% (4/13),46% (12/26),"['2', '0', '6', '2']","['3', '1']","['2', '4']",[],[],2.81
05.06.,Trungelliti M.,2,,,,,,6,1,71%,68% (39/57),61% (14/23),60% (3/5),37% (26/70),60% (15/25),63% (5/8),66% (53/80),43% (41/95),54% (94/175),6,0,85% (11/13),36% (5/14),59% (16/27),"['1', '0', '3', '0', '6', '1']",[],"['2', '0', '6', '4']",[],[],2.66
05.06.,Royer V.,1,,,,,,6,1,74%,63% (44/70),40% (10/25),38% (3/8),32% (18/57),39% (9/23),40% (2/5),57% (54/95),34% (27/80),46% (81/175),4,2,64% (9/14),15% (2/13),41% (11/27),[],"['3', '2']","['1', '2']",[],[],1.44
02.06.,Trungelliti M.,2,,,,,,3,5,60%,65% (33/51),50% (17/34),43% (3/7),34% (22/65),49% (17/35),27% (3/11),59% (50/85),39% (39/100),48% (89/185),5,0,69% (9/13),23% (3/13),46% (12/26),"['5', '3']",[],"['1', '0', '3', '0']",[],[],1.75
02.06.,Choinski J.,1,,,,,,7,3,65%,66% (43/65),51% (18/35),73% (8/11),35% (18/51),50% (17/34),57% (4/7),61% (61/100),41% (35/85),52% (96/185),5,0,77% (10/13),31% (4/13),54% (14/26),"['4', '5']","['2', '0', '4', '0', '6', '0']",[],[],[],1.99
20.05.,Neumayer L.,2,,,,,,1,5,50%,72% (18/25),44% (11/25),25% (1/4),46% (13/28),67% (14/21),55% (6/11),20,13,73% (8/11),58% (29/50),55% (27/49),57% (56/99),9,0,67% (6/9),67% (6/9),67% (12/18),"['1', '0', '3', '0', '4', '1', '6', '3']","['2', '2', '5', '3']",[],[],[],1.92
20.05.,Trungelliti M.,0,,,,,,2,4,57%,54% (15/28),33% (7/21),45% (5/11),28% (7/25),56% (14/25),75% (3/4),14,21,58% (7/12),45% (22/49),42% (21/50),43% (43/99),1,0,33% (3/9),33% (3/9),33% (6/18),"['1', '3', '2', '4']","['2', '1']",[],[],[],1.89
16.05.,Prizmic D.,2,,,,,,5,4,56%,71% (41/58),51% (23/45),43% (3/7),38% (31/82),53% (21/40),32% (6/19),28,46,63% (12/19),62% (64/103),43% (52/122),52% (116/225),7,0,76% (13/17),38% (6/16),58% (19/33),"['4', '2']","['1', '0', '4', '1']","['4', '4', '5', '5', '7', '5']",[],[],1.36
16.05.,Trungelliti M.,1,,,,,,2,4,67%,62% (51/82),48% (19/40),68% (13/19),29% (17/58),49% (22/45),57% (4/7),32,62,70% (16/23),57% (70/122),38% (39/103),48% (109/225),3,0,63% (10/16),24% (4/17),42% (14/33),[],"['2', '4', '5', '5']","['3', '2', '5', '4']",[],[],2.99
15.05.,Trungelliti M.,2,,,,,,4,2,61%,73% (27/37),58% (14/24),33% (1/3),32% (14/44),74% (14/19),80% (4/5),24,30,73% (11/15),67% (41/61),44% (28/63),56% (69/124),10,0,80% (8/10),40% (4/10),60% (12/20),"['1', '1', '3', '3']","['2', '1', '5', '2']",[],[],[],2.36
15.05.,Mayot H.,0,,,,,,3,3,70%,68% (30/44),26% (5/19),20% (1/5),27% (10/37),42% (10/24),67% (2/3),17,24,33% (1/3),56% (35/63),33% (20/61),44% (55/124),0,0,60% (6/10),20% (2/10),40% (8/20),"['1', '0', '2', '1']",[],[],[],[],1.55
14.05.,Trungelliti M.,2,,,,,,1,8,53%,68% (34/50),56% (25/45),29% (2/7),38% (25/66),52% (24/46),44% (4/9),23,40,74% (17/23),62% (59/95),44% (49/112),52% (108/207),6,0,67% (10/15),27% (4/15),47% (14/30),"['2', '4']","['6', '4']","['2', '0', '3', '1']",[],[],1.59
14.05.,Mena F.,1,,,,,,9,5,59%,62% (41/66),48% (22/46),56% (5/9),32% (16/50),44% (20/45),71% (5/7),35,51,71% (15/21),56% (63/112),38% (36/95),48% (99/207),4,0,73% (11/15),33% (5/15),53% (16/30),"['2', '1', '4', '1', '5', '2']",[],"['1', '2', '2', '3']",[],[],2.27
13.05.,Trungelliti M.,2,,,,,,2,1,72%,59% (34/58),61% (14/23),60% (6/10),37% (19/52),60% (21/35),50% (5/10),19,29,80% (12/15),59% (48/81),46% (40/87),52% (88/168),6,0,69% (9/13),38% (5/13),54% (14/26),"['2', '1', '5', '2']","['1', '2']","['1', '0', '4', '1']",[],[],1.37
13.05.,Oberleitner N.,1,,,,,,2,3,60%,63% (33/52),40% (14/35),50% (5/10),41% (24/58),39% (9/23),40% (4/10),23,39,48% (11/23),54% (47/87),41% (33/81),48% (80/168),4,0,62% (8/13),31% (4/13),46% (12/26),[],"['2', '0', '3', '1', '6', '2']","['2', '4']",[],[],2.94
07.05.,Coppejans K.,2,,,,,,3,3,62%,61% (30/49),63% (19/30),67% (4/6),43% (17/40),54% (15/28),67% (4/6),62% (49/79),47% (32/68),55% (81/147),8,0,80% (8/10),44% (4/9),63% (12/19),"['1', '0', '4', '3']","['3', '1', '5', '1']",[],[],[],1.90
07.05.,Trungelliti M.,0,,,,,,1,2,59%,57% (23/40),46% (13/28),33% (2/6),39% (19/49),37% (11/30),33% (2/6),53% (36/68),38% (30/79),45% (66/147),2,0,56% (5/9),20% (2/10),37% (7/19),"['3', '3', '5', '5']",[],[],[],[],1.82
06.05.,Trungelliti M.,2,,,,,,0,3,54%,69% (22/32),44% (12/27),70% (7/10),40% (12/30),77% (20/26),67% (6/9),58% (34/59),57% (32/56),57% (66/115),8,0,70% (7/10),60% (6/10),65% (13/20),"['1', '0', '3', '0']","['1', '2', '3', '4', '5', '4', '6', '5']",[],[],[],1.80
06.05.,Cachin P.,0,,,,,,1,5,54%,60% (18/30),23% (6/26),33% (3/9),31% (10/32),56% (15/27),30% (3/10),43% (24/56),42% (25/59),43% (49/115),2,0,40% (4/10),30% (3/10),35% (7/20),[],"['2', '0', '4', '2', '5', '5']",[],[],[],1.93
02.05.,Barrios Vera T.,2,,,,,,3,2,64%,67% (26/39),45% (10/22),50% (2/4),33% (9/27),64% (21/33),56% (5/9),59% (36/61),50% (30/60),55% (66/121),5,0,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '3', '0', '4', '1']","['2', '1', '4', '1']",[],[],[],1.55
02.05.,Trungelliti M.,0,,,,,,1,3,45%,67% (18/27),36% (12/33),44% (4/9),33% (13/39),55% (12/22),50% (2/4),50% (30/60),41% (25/61),45% (55/121),5,0,44% (4/9),22% (2/9),33% (6/18),"['1', '3']","['3', '5']",[],[],[],2.36
30.04.,Trungelliti M.,2,,,,,,3,5,50%,72% (44/61),42% (26/62),71% (12/17),37% (25/67),60% (28/47),46% (6/13),57% (70/123),46% (53/114),52% (123/237),8,5,67% (10/15),38% (6/16),52% (16/31),"['1', '1', '4', '2']","['5', '5']","['1', '2', '4', '3', '6', '3']",[],[],2.19
30.04.,Gigante M.,1,,,,,,4,6,59%,63% (42/67),40% (19/47),54% (7/13),28% (17/61),58% (36/62),29% (5/17),54% (61/114),43% (53/123),48% (114/237),2,0,63% (10/16),33% (5/15),48% (15/31),"['1', '0', '3', '4', '5', '4']","['5', '4']","['2', '0']",[],[],1.63
28.04.,Trungelliti M.,2,,,,,,7,2,49%,77% (23/30),58% (18/31),33% (1/3),43% (19/44),44% (12/27),40% (4/10),67% (41/61),44% (31/71),55% (72/132),5,0,82% (9/11),36% (4/11),59% (13/22),"['7', '5']","['4', '2', '5', '3', '6', '4']",[],[],[],2.53
28.04.,Skatov T.,0,,,,,,0,0,62%,57% (25/44),56% (15/27),60% (6/10),23% (7/30),42% (13/31),67% (2/3),56% (40/71),33% (20/61),45% (60/132),5,0,64% (7/11),18% (2/11),41% (9/22),[],"['3', '4', '4', '5']",[],[],[],1.48
10.04.,Cilic M.,2,,,,,,8,1,55%,74% (31/42),66% (23/35),80% (4/5),37% (17/46),50% (20/40),31% (4/13),70% (54/77),43% (37/86),56% (91/163),5,0,92% (12/13),33% (4/12),64% (16/25),"['4', '2', '6', '2']",[],"['2', '0', '4', '0']",[],[],1.32
10.04.,Trungelliti M.,1,,,,,,4,3,53%,63% (29/46),50% (20/40),69% (9/13),26% (11/42),34% (12/35),20% (1/5),57% (49/86),30% (23/77),44% (72/163),5,1,67% (8/12),8% (1/13),36% (9/25),[],"['2', '1']",[],[],[],3.20
07.04.,Trungelliti M.,2,,,,,,1,2,61%,69% (25/36),57% (13/23),67% (2/3),53% (18/34),41% (11/27),36% (4/11),64% (38/59),48% (29/61),56% (67/120),6,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '3', '0', '6', '3']","['2', '0']",[],[],[],1.89
07.04.,Merida Aguilar D.,0,,,,,,2,1,56%,47% (16/34),59% (16/27),64% (7/11),31% (11/36),43% (10/23),33% (1/3),52% (32/61),36% (21/59),44% (53/120),4,0,56% (5/9),11% (1/9),33% (6/18),"['1', '3']",[],[],[],[],1.83
30.03.,Majchrzak K.,2,,,,,,5,2,53%,74% (26/35),52% (16/31),67% (4/6),38% (9/24),55% (16/29),80% (4/5),19,21,82% (9/11),64% (42/66),47% (25/53),56% (67/119),7,0,80% (8/10),44% (4/9),63% (12/19),"['2', '0', '4', '0', '6', '4']","['5', '3']",[],[],[],1.37
30.03.,Trungelliti M.,0,,,,,,2,4,45%,63% (15/24),45% (13/29),20% (1/5),26% (9/35),48% (15/31),33% (2/6),18,31,67% (4/6),53% (28/53),36% (24/66),44% (52/119),3,1,56% (5/9),20% (2/10),37% (7/19),"['2', '5', '4', '5']",[],[],[],[],3.10
25.03.,Blanchet U.,2,,,,,,3,8,49%,76% (29/38),38% (15/39),60% (6/10),46% (17/37),65% (17/26),64% (7/11),57% (44/77),54% (34/63),56% (78/140),8,0,67% (8/12),58% (7/12),63% (15/24),"['1', '0', '2', '3']","['2', '0', '4', '0']","['2', '1', '3', '2', '5', '2']",[],[],2.02
25.03.,Trungelliti M.,1,,,,,,1,2,59%,54% (20/37),35% (9/26),36% (4/11),24% (9/38),62% (24/39),40% (4/10),46% (29/63),43% (33/77),44% (62/140),2,0,42% (5/12),33% (4/12),38% (9/24),"['1', '1', '3', '1', '5', '3']",[],"['2', '2']",[],[],1.73
18.03.,O'Connell C.,2,,,,,,8,2,67%,71% (29/41),55% (11/20),71% (5/7),178 km/h,190 km/h,31% (8/26),53% (9/17),25% (1/4),19,16,56% (5/9),66% (40/61),40% (17/43),55% (57/104),5,0,100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['3', '1']",[],[],[],1.10
18.03.,Trungelliti M.,0,,,,,,3,2,60%,69% (18/26),47% (8/17),75% (3/4),184 km/h,183 km/h,29% (12/41),45% (9/20),29% (2/7),15,18,83% (5/6),60% (26/43),34% (21/61),43% (45/104),5,1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],5.95
17.03.,Trungelliti M.,2,,,,,,4,6,56%,68% (41/60),52% (25/48),67% (8/12),189 km/h,176 km/h,33% (20/61),58% (15/26),50% (5/10),24,40,43% (3/7),61% (66/108),40% (35/87),52% (101/195),6,0,75% (12/16),33% (5/15),55% (17/31),"['2', '0', '6', '4']","['5', '5']","['2', '0', '4', '0']",[],[],2.27
17.03.,Ritschard A.,1,,,,,,2,5,70%,67% (41/61),42% (11/26),50% (5/10),165 km/h,172 km/h,32% (19/60),48% (23/48),33% (4/12),31,57,58% (11/19),60% (52/87),39% (42/108),48% (94/195),4,0,67% (10/15),25% (4/16),45% (14/31),"['1', '2']","['3', '2', '6', '5']","['1', '4']",[],[],1.59
16.02.,Tseng C. H.,2,,,,,,5,5,62%,64% (44/69),49% (21/43),71% (10/14),35% (15/43),70% (31/44),62% (8/13),58% (66/114),53% (46/87),56% (112/201),6,0,71% (10/14),57% (8/14),64% (18/28),"['2', '0', '5', '3']","['1', '0', '3', '0', '5', '0']","['1', '0', '3', '4', '5', '4']",[],[],1.89
16.02.,Trungelliti M.,1,,,,,,1,8,49%,65% (28/43),30% (13/44),38% (5/13),36% (25/69),51% (22/43),29% (4/14),47% (41/87),42% (48/114),44% (89/201),4,3,43% (6/14),29% (4/14),36% (10/28),"['2', '3', '4', '5']",[],"['2', '2', '4', '2']",[],[],1.83
15.02.,Trungelliti M.,2,,,,,,3,4,42%,81% (21/26),47% (17/36),33% (1/3),41% (15/37),63% (12/19),67% (4/6),61% (38/62),48% (27/56),55% (65/118),8,0,80% (8/10),44% (4/9),63% (12/19),"['4', '4', '6', '4']","['3', '3', '5', '3']",[],[],[],2.29
15.02.,Hanfmann Y.,0,,,,,,1,1,66%,59% (22/37),37% (7/19),33% (2/6),19% (5/26),53% (19/36),67% (2/3),52% (29/56),39% (24/62),45% (53/118),2,0,56% (5/9),20% (2/10),37% (7/19),"['1', '0']","['1', '0']",[],[],[],1.58
08.02.,Djere L.,2,,,,,,7,1,68%,89% (32/36),53% (9/17),100% (2/2),25% (7/28),39% (11/28),40% (2/5),77% (41/53),32% (18/56),54% (59/109),6,0,100% (10/10),20% (2/10),60% (12/20),"['5', '4']","['2', '1']",[],[],[],1.34
