Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,41/34,0/1,29/21,-,-,12/12
2024,14/7,-,14/7,-,-,-
2023,9/4,-,6/2,-,-,3/2
2022,9/10,-,-,-,-,9/10
2021,8/10,-,8/10,-,-,-
2020,0/1,0/1,-,-,-,-
2018,1/1,-,1/1,-,-,-
2017,0/1,-,0/1,-,-,-
