Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,19/34,17/29,2/5,-,-,-
2024,16/20,16/20,-,-,-,-
2023,3/9,1/4,2/5,-,-,-
2022,0/4,0/4,-,-,-,-
2021,0/1,0/1,-,-,-,-
