Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,47/36,41/28,6/8,-,-,-
2024,13/9,13/9,-,-,-,-
2023,18/19,12/11,6/8,-,-,-
2022,16/6,16/6,-,-,-,-
2017,0/1,0/1,-,-,-,-
2016,0/1,0/1,-,-,-,-
