Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,83/80,47/50,28/22,7/4,0/1,1/3
2024,21/21,16/16,1/2,4/2,0/1,-
2023,34/27,17/16,14/9,3/2,-,-
2022,22/22,10/13,11/6,-,-,1/3
2021,6/6,4/5,2/1,-,-,-
2019,0/2,-,0/2,-,-,-
2018,0/2,-,0/2,-,-,-
