Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/38,17/18,12/15,1/5,-,-
2024,11/13,3/4,8/7,0/2,-,-
2023,16/12,12/6,4/6,-,-,-
2022,0/1,-,0/1,-,-,-
2021,2/11,1/7,0/1,1/3,-,-
2019,1/1,1/1,-,-,-,-
