Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/22,1/2,21/14,8/6,-,-
2024,4/7,-,4/7,-,-,-
2023,12/5,0/1,11/3,1/1,-,-
2022,8/7,1/1,4/3,3/3,-,-
2021,6/3,-,2/1,4/2,-,-
