Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,67/53,35/28,32/25,-,-,-
2024,30/14,20/8,10/6,-,-,-
2023,18/17,8/7,10/10,-,-,-
2022,17/16,5/8,12/8,-,-,-
2021,2/5,2/4,0/1,-,-,-
2020,0/1,0/1,-,-,-,-
