Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,149/141,27/29,90/81,32/31,-,-
2024,12/17,-,12/15,0/2,-,-
2023,30/21,3/5,22/14,5/2,-,-
2022,20/12,4/2,11/8,5/2,-,-
2021,20/18,8/8,5/2,7/8,-,-
2020,7/14,-,4/11,3/3,-,-
2019,34/26,11/12,19/10,4/4,-,-
2018,12/14,-,6/8,6/6,-,-
2017,10/7,-,10/7,-,-,-
2016,2/7,1/2,1/5,-,-,-
2015,1/3,-,0/1,1/2,-,-
2014,1/2,-,-,1/2,-,-
