Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/52,56/49,1/3,-,-,6/0
2024,23/24,23/24,-,-,-,-
2023,31/23,30/20,1/3,-,-,-
2022,8/3,2/3,-,-,-,6/0
2021,1/2,1/2,-,-,-,-
