Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Shanghai (China),hard,header
07.10. 10:45,Thompson J.,0,3,2,,,,4,2,62%,72% (21/29),39% (7/18),57% (4/7),24% (10/42),42% (8/19),0% (0/4),4,2,0% (0/0),5,60% (28/47),30% (18/61),43% (46/108),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.73
07.10. 10:45,Griekspoor T.,2,6,6,,,,10,1,69%,76% (32/42),58% (11/19),100% (4/4),28% (8/29),61% (11/18),43% (3/7),10,1,0% (0/0),9,70% (43/61),40% (19/47),57% (62/108),5,100% (9/9),38% (3/8),71% (12/17),"['5', '3']","['2', '1', '4', '1']",[],[],[],2.12
ATP - SINGLES :  Tokyo (Japan),hard,header
28.09. 12:15,Thompson J.,0,2,3,,,,5,2,56%,63% (17/27),33% (7/21),29% (2/7),34% (11/32),28% (5/18),50% (1/2),12,26,50% (6/12),6,50% (24/48),32% (16/50),41% (40/98),1,44% (4/9),13% (1/8),29% (5/17),[],"['2', '2']",[],[],[],1.54
28.09. 12:15,Nishikori K.,2,6,6,,,,1,3,64%,66% (21/32),72% (13/18),50% (1/2),37% (10/27),67% (14/21),71% (5/7),19,21,89% (8/9),7,68% (34/50),50% (24/48),59% (58/98),5,88% (7/8),56% (5/9),71% (12/17),"['2', '1', '4', '1']","['2', '1', '3', '2', '6', '3']",[],[],[],2.51
26.09. 18:35,Thompson J.,2,7^7,6,,,,14,2,59%,84% (37/44),47% (14/30),100% (8/8),33% (16/48),56% (9/16),50% (2/4),37,23,65% (11/17),7,69% (51/74),39% (25/64),55% (76/138),7,100% (10/10),22% (2/9),63% (12/19),[],"['2', '0', '4', '0']",[],[],[],2.22
26.09. 18:35,Ruud C.,0,6^5,1,,,,3,2,75%,67% (32/48),44% (7/16),50% (2/4),16% (7/44),53% (16/30),0% (0/8),24,29,56% (9/16),4,61% (39/64),31% (23/74),45% (62/138),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.68
ATP - SINGLES :  Davis Cup - World Group (World),-,header
15.09. 14:45,Thompson J.,1,6,2,6^3,,,18,1,67%,80% (45/56),43% (12/28),67% (6/9),33% (18/55),36% (12/33),75% (3/4),38,21,0% (0/23),9,68% (57/84),34% (30/88),51% (87/172),3,79% (11/14),21% (3/14),50% (14/28),"['2', '0', '6', '2']",[],"['3', '1']",[],[],0
