Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,103/76,13/12,59/42,5/6,-,26/16
2024,10/16,0/5,8/8,-,-,2/3
2023,17/16,2/1,6/9,0/3,-,9/3
2022,19/10,1/1,5/3,5/3,-,8/3
2021,33/13,7/4,24/8,-,-,2/1
2019,4/3,-,0/2,-,-,4/1
2018,1/3,-,-,-,-,1/3
2017,9/6,3/1,6/3,-,-,0/2
2016,2/3,-,2/3,-,-,-
2015,2/3,-,2/3,-,-,-
2014,6/3,-,6/3,-,-,-
