Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,337/193,223/121,50/51,6/10,-,58/11
2024,22/18,22/13,0/5,-,-,-
2023,63/21,42/16,6/5,-,-,15/0
2022,47/21,37/19,-,-,-,10/2
2021,49/25,12/8,4/8,-,-,33/9
2019,22/16,18/12,4/4,-,-,-
2018,27/15,18/7,9/8,-,-,-
2017,28/11,28/10,-,0/1,-,-
2016,24/19,15/13,8/5,1/1,-,-
2015,24/22,12/9,11/10,1/3,-,-
2014,19/21,12/11,3/5,4/5,-,-
2013,6/2,6/2,-,-,-,-
2012,6/2,1/1,5/1,-,-,-
