Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,464/278,411/222,28/26,24/27,1/3,-
2024,44/30,43/26,0/2,1/2,-,-
2023,27/24,24/20,3/4,-,-,-
2022,34/36,32/30,1/2,1/2,0/2,-
2021,43/27,36/17,3/4,3/5,1/1,-
2020,29/17,29/14,0/2,0/1,-,-
2019,49/30,39/17,0/1,10/12,-,-
2018,17/15,10/10,2/2,5/3,-,-
2017,61/31,54/28,4/2,3/1,-,-
2016,78/27,78/27,-,-,-,-
2015,48/21,37/16,10/4,1/1,-,-
2014,32/15,28/13,4/2,-,-,-
2013,2/5,1/4,1/1,-,-,-
