Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Almaty (Kazakhstan),hard,header
14.10. 15:10,Wong C.,0,5,4,,,,10,2,63%,67% (34/51),43% (13/30),67% (6/9),29% (16/56),56% (10/18),10% (1/10),21,36,38% (3/8),4,58% (47/81),35% (26/74),47% (73/155),1,73% (8/11),9% (1/11),41% (9/22),[],"['1', '0']",[],[],[],1.40
14.10. 15:10,Engel J.,2,7,6,,,,5,2,76%,71% (40/56),44% (8/18),90% (9/10),33% (17/51),57% (17/30),33% (3/9),20,29,61% (11/18),8,65% (48/74),42% (34/81),53% (82/155),2,91% (10/11),27% (3/11),59% (13/22),"['7', '5']","['1', '1', '6', '4']",[],[],[],3.00
ATP - SINGLES :  Shanghai (China),hard,header
02.10. 16:10,Wong C.,0,4,4,,,,8,2,63%,73% (32/44),23% (6/26),60% (6/10),18% (5/28),46% (13/28),67% (2/3),18,40,67% (8/12),5,54% (38/70),32% (18/56),44% (56/126),3,60% (6/10),20% (2/10),40% (8/20),"['3', '4']","['1', '0']",[],[],[],4.01
02.10. 16:10,Shang J.,2,6,6,,,,4,1,50%,82% (23/28),54% (15/28),33% (1/3),27% (12/44),77% (20/26),40% (4/10),17,24,55% (6/11),7,68% (38/56),46% (32/70),56% (70/126),4,80% (8/10),40% (4/10),60% (12/20),"['2', '0', '6', '4']","['4', '4', '6', '4']",[],[],[],1.26
CHALLENGER MEN - SINGLES :  Nonthaburi 4 (Thailand),hard,header
28.09. 09:10,Wong C.,0,3,4,,,,5,2,62%,69% (22/32),55% (11/20),50% (2/4),14% (6/43),47% (7/15),0% (0/2),4,63% (33/52),22% (13/58),42% (46/110),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.61
28.09. 09:10,McDonald M.,2,6,6,,,,7,3,74%,86% (37/43),53% (8/15),100% (2/2),31% (10/32),45% (9/20),50% (2/4),5,78% (45/58),37% (19/52),58% (64/110),3,100% (10/10),22% (2/9),63% (12/19),"['3', '1']","['1', '0']",[],[],[],1.45
27.09. 10:05,Wong C.,2,6,6,,,,11,0,76%,79% (33/42),69% (9/13),100% (1/1),33% (13/39),40% (8/20),67% (2/3),5,76% (42/55),36% (21/59),55% (63/114),3,100% (10/10),20% (2/10),60% (12/20),"['5', '4']","['5', '4']",[],[],[],2.04
27.09. 10:05,Walton A.,0,4,4,,,,4,1,66%,67% (26/39),60% (12/20),33% (1/3),21% (9/42),31% (4/13),0% (0/1),4,64% (38/59),24% (13/55),45% (51/114),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.71
26.09. 10:20,Wong C.,2,6,7,,,,10,2,64%,64% (36/56),55% (17/31),82% (9/11),39% (12/31),46% (19/41),33% (4/12),7,61% (53/87),43% (31/72),53% (84/159),5,82% (9/11),36% (4/11),59% (13/22),"['1', '0', '3', '2']","['4', '5', '6', '5']",[],[],[],2.09
26.09. 10:20,Evans D.,0,4,5,,,,2,3,43%,61% (19/31),54% (22/41),67% (8/12),36% (20/56),45% (14/31),18% (2/11),5,57% (41/72),39% (34/87),47% (75/159),3,64% (7/11),18% (2/11),41% (9/22),"['2', '2']","['2', '0']",[],[],[],1.69
24.09. 13:55,Wong C.,2,6,6,,,,7,2,65%,68% (25/37),45% (9/20),60% (3/5),47% (15/32),50% (15/30),63% (5/8),5,60% (34/57),48% (30/62),54% (64/119),4,78% (7/9),50% (5/10),63% (12/19),"['1', '2', '4', '3']","['1', '2', '4', '3', '6', '3']",[],[],[],1.22
24.09. 13:55,Samrej K.,0,4,3,,,,3,5,52%,53% (17/32),50% (15/30),38% (3/8),32% (12/37),55% (11/20),40% (2/5),5,52% (32/62),40% (23/57),46% (55/119),2,50% (5/10),22% (2/9),37% (7/19),"['2', '0']","['2', '0']",[],[],[],4.02
ATP - SINGLES :  Hangzhou (China),hard,header
20.09. 13:40,Wong C.,1,7^9,6^4,1,,,10,0,63%,78% (46/59),54% (19/35),71% (5/7),16% (11/67),32% (11/34),0% (0/4),27,44,75% (3/4),4,69% (65/94),22% (22/101),45% (87/195),3,87% (13/15),0% (0/16),42% (13/31),[],[],[],[],[],5.05
20.09. 13:40,Nakashima B.,2,6^7,7^7,6,,,21,0,66%,84% (56/67),68% (23/34),100% (4/4),22% (13/59),46% (16/35),29% (2/7),39,29,61% (11/18),6,78% (79/101),31% (29/94),55% (108/195),5,100% (16/16),13% (2/15),58% (18/31),[],[],"['3', '1', '5', '1']",[],[],1.18
19.09. 15:45,Wong C.,1,6,,,,,8,0,71%,93% (14/15),50% (3/6),0% (0/0),38% (8/21),64% (9/14),40% (2/5),10,9,0% (0/0),8,81% (17/21),49% (17/35),61% (34/56),3,100% (4/4),40% (2/5),67% (6/9),"['3', '2', '6', '3']",[],[],[],[],2.32
19.09. 15:45,Wu Y.,0,3,,,,,0,0,60%,62% (13/21),36% (5/14),60% (3/5),7% (1/15),50% (3/6),0% (0/0),8,19,100% (4/4),4,51% (18/35),19% (4/21),39% (22/56),1,60% (3/5),0% (0/4),33% (3/9),[],[],[],[],[],1.63
ATP - SINGLES :  Hangzhou (China) - Qualification,hard,header
18.09. 09:40,Wong C.,2,6^9,6,6,,,16,2,62%,76% (48/63),58% (22/38),71% (5/7),20% (9/44),47% (28/59),50% (4/8),32,40,65% (11/17),7,69% (70/101),36% (37/103),52% (107/204),3,88% (14/16),25% (4/16),56% (18/32),"['3', '3']","['2', '1']","['1', '0', '5', '4']",[],[],1.27
18.09. 09:40,Te R.,1,7^11,4,4,,,9,4,43%,80% (35/44),53% (31/59),50% (4/8),24% (15/63),42% (16/38),29% (2/7),32,57,75% (9/12),6,64% (66/103),31% (31/101),48% (97/204),3,75% (12/16),13% (2/16),44% (14/32),"['3', '2']",[],"['4', '4']",[],[],3.80
17.09. 09:40,Wong C.,2,6,6,,,,7,1,70%,79% (26/33),50% (7/14),67% (2/3),52% (14/27),50% (14/28),63% (5/8),21,25,89% (8/9),5,70% (33/47),51% (28/55),60% (61/102),3,88% (7/8),56% (5/9),71% (12/17),"['1', '0', '3', '2', '6', '3']","['3', '1', '6', '2']",[],[],[],1.08
17.09. 09:40,Xiao L.,0,3,2,,,,1,3,49%,48% (13/27),50% (14/28),38% (3/8),21% (7/33),50% (7/14),33% (1/3),7,22,56% (5/9),4,49% (27/55),30% (14/47),40% (41/102),2,44% (4/9),13% (1/8),29% (5/17),"['1', '1']",[],[],[],[],6.92
ATP - SINGLES :  Davis Cup - World Group II (World),-,header
15.09. 12:10,Wong C.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['4', '3']","['2', '1', '5', '2']",[],[],[],1.56
