Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,130/93,18/17,96/63,5/5,0/4,11/4
2024,32/27,0/2,29/20,0/1,0/4,3/0
2023,57/29,9/7,41/18,4/2,-,3/2
2022,24/19,3/5,18/11,1/2,-,2/1
2021,14/7,6/3,5/4,-,-,3/0
2020,2/4,-,2/4,-,-,-
2019,0/4,-,0/3,-,-,0/1
2018,1/3,-,1/3,-,-,-
