Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,111/74,19/10,87/60,2/2,3/2,-
2024,27/24,1/3,26/21,-,-,-
2023,56/27,8/2,45/23,-,3/2,-
2022,11/14,-,9/12,2/2,-,-
2021,17/9,10/5,7/4,-,-,-
