Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/109,105/88,21/21,-,-,-
2024,13/17,13/14,0/3,-,-,-
2023,31/26,20/19,11/7,-,-,-
2022,7/10,6/7,1/3,-,-,-
2021,3/5,1/1,2/4,-,-,-
2020,3/1,3/1,-,-,-,-
2019,14/16,14/15,0/1,-,-,-
2018,24/15,17/12,7/3,-,-,-
2017,14/10,14/10,-,-,-,-
2016,13/4,13/4,-,-,-,-
2015,3/4,3/4,-,-,-,-
2014,1/1,1/1,-,-,-,-
