Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,275/242,23/35,212/172,12/8,28/27,-
2024,23/24,-,21/23,-,2/1,-
2023,25/10,-,22/8,-,3/2,-
2022,25/23,3/3,21/16,-,1/4,-
2021,14/23,0/2,10/16,2/2,2/3,-
2020,24/12,1/0,23/12,-,-,-
2019,36/26,1/8,29/13,-,6/5,-
2018,24/30,7/7,11/17,4/3,2/3,-
2017,30/34,6/7,19/21,2/2,3/4,-
2016,46/20,2/2,32/13,4/1,8/4,-
2015,13/16,1/2,11/13,-,1/1,-
2014,7/9,1/2,6/7,-,-,-
2013,1/7,-,1/7,-,-,-
2012,7/8,1/2,6/6,-,-,-
