Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,362/247,121/83,101/81,120/61,20/16,0/6
2024,27/17,18/7,2/4,7/4,0/2,-
2023,34/22,16/13,11/5,7/4,-,-
2022,39/31,0/5,15/12,16/10,8/4,-
2021,26/25,11/10,3/4,10/9,2/2,-
2020,21/17,2/4,3/2,16/8,-,0/3
2019,29/28,10/7,14/11,4/6,1/1,0/3
2018,14/23,2/4,9/14,2/2,1/3,-
2017,45/25,9/4,20/11,8/6,8/4,-
2016,12/11,-,10/9,2/2,-,-
2015,54/22,19/12,7/4,28/6,-,-
2014,46/17,21/9,5/4,20/4,-,-
2013,15/9,13/8,2/1,-,-,-
