Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,64/66,8/7,45/47,7/8,-,4/4
2024,2/5,-,2/4,0/1,-,-
2023,24/24,2/3,15/16,5/4,-,2/1
2022,7/13,-,3/7,2/3,-,2/3
2021,12/11,-,12/11,-,-,-
2020,13/7,-,13/7,-,-,-
2018,1/2,1/1,0/1,-,-,-
2016,1/2,1/2,-,-,-,-
2015,4/1,4/1,-,-,-,-
2013,0/1,-,0/1,-,-,-
